% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=20, Tue Jan 30 17:56:48 2018
1 12 -0.0355390408999 -0.000355928961014 0.000218060338152 0.0533167919327 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.0554505077269 -0.000127351347055 0.000269338469864 0.063205062873 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.0422796679692 -7.77638571812e-05 0.000915061729285 0.0750741903801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.0466104683934 -0.000142463336151 7.95264013922e-05 0.0636208882673 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.0548285533265 -0.000345255563364 0.000384923340405 0.0918737150568 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.079924633977 -0.000658521431758 0.000592652533491 0.0888564479909 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.102490978095 -0.00197724824712 0.000177721593419 0.0890636992478 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.11186443851 -0.00125228027708 0.000420551383193 0.115059936984 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.128721581895 -0.00212546436324 0.000463667977853 0.121841464008 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.139200788123 -0.000964021660145 0.000729335229996 0.105610536849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.142361150733 -0.0008945721534 0.00444479296246 0.116470533995 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.143269462262 -0.00292765712764 0.00241796250496 0.120619523882 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.142122255227 -0.00619817355281 0.0016334780344 0.138901719365 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.18452196453 -0.0023942389347 0.0032985690111 0.171566775948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.180106715861 -0.00110726816626 6.39157949193e-05 0.162106659327 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.18572287284 -0.00261430448363 0.00159996112893 0.161420322046 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.2141075645 -0.00233092468046 0.000624677372755 0.148680524462 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.193185636036 -0.00122257263655 0.00442104319095 0.154449404525 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.201200192535 -0.000199422885052 7.38361107255e-05 0.150036621552 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.224891907316 -0.000217432547835 0.00190711620225 0.165638782661 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.223704819305 -0.00046142761758 0.00210088505383 0.181479402751 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.226019585489 -0.000332132458184 0.00100362659187 0.190383957288 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.241480847617 -0.00253079664466 0.000442974499837 0.174580217854 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.245716822308 -0.000375349672306 0.000448373404608 0.147724914775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.242024027244 -0.000231779566026 0.000430724520629 0.150280859452 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.251913516685 -0.000107344519892 0.00235847448281 0.150211633556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.271803958566 -0.000365862207211 0.000189007283503 0.164339602165 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.264898260838 -0.00116976241669 0.000278457269997 0.167538078091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.26713137165 -6.1723354443e-06 0.000854100908084 0.16951762766 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.265233384921 -0.00234334224854 7.41615567647e-05 0.170216256664 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.27618360026 -0.000803468739712 0.000784693683657 0.168684168233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
