% # columns="iteration, evaluation, void, void, void, xmean", seed=17, Wed Jan 31 15:23:06 2018, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 0.883366263526 5.03446753823 -1.92983300885 4.70867759772 2.98348474545 3.77215549401 10.6231068462 -0.420760441626 9.11894146763 0.077416276504 10.6393307387 0.669172436008 10.3235922583 0.860323488712 9.70850255329
2 24 0 0 0 -0.42862423545 6.35780238616 -1.12316477887 7.19791918794 3.14610814926 2.14592290792 9.87199800151 -1.23541863044 8.34708684 0.454370358508 8.52754338699 -1.712264115 10.1120111312 1.14873942614 8.50623457116
3 36 0 0 0 -0.608764686035 5.71944068142 -1.7141365146 7.77454798805 2.03502122233 2.99951511748 9.38158572266 -2.31929204605 9.18996144106 -0.438197300865 9.25070865296 -1.64580842558 11.6722465273 0.838295060848 6.79074064484
4 48 0 0 0 0.608108099893 6.44360653211 -4.07544922807 7.12064614769 0.932429654887 0.599019688726 10.4345522742 -3.06406578445 8.53329881736 -1.43555788506 9.768595011 -1.21875912284 13.1068372992 1.09240218026 6.37709085764
5 60 0 0 0 0.358311113129 7.79263259255 -4.20742214981 6.36780922484 1.64277632256 0.0654152417099 10.9036467272 -0.435610294343 8.48748190805 -3.34122030729 9.50532148031 -2.02689884107 12.0005615676 0.901902167069 5.87665962509
6 72 0 0 0 -0.424835932218 7.82096575996 -5.69922143988 6.40047799975 2.17143940058 0.533765796467 10.0080801257 -1.88032695954 8.33424074129 -4.02973060814 10.9414043109 -2.53069170936 12.7873230777 1.89673677093 4.38255994378
7 84 0 0 0 0.375158909872 8.50235056372 -5.3871493229 8.14397312405 2.33186128784 1.70663894023 9.83810794282 -1.25741925191 8.15211099701 -2.80750081695 10.9664521454 -3.89682297781 12.7340022506 0.465423072998 4.22231159671
8 96 0 0 0 -0.917824969949 9.5173693782 -7.39889086303 9.98094190564 0.813863629283 1.44031750771 9.3388712732 -3.02913558877 7.35889960676 -2.11643765751 11.4389336754 -5.11021109341 10.8537948839 -0.853876012097 2.91929991484
9 108 0 0 0 -1.78948157778 7.52451601176 -7.70262412512 8.76377457421 1.68919805132 0.459358485311 10.1933534556 -1.86664716539 9.68612020189 -2.59516771523 10.8294741727 -5.66393833081 11.5121144848 -0.282389851999 4.02092939118
10 120 0 0 0 -3.40747800477 9.4551843239 -8.59937914951 9.06895205001 3.49990137279 -0.529993471404 9.16173952998 -1.92287618769 10.5325849041 -1.14156632557 11.2135372032 -3.10280583569 12.1001836179 2.05462640825 4.69150957545
