% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=14, Mon Jan 29 11:43:21 2018
1 12 -0.0330322059454 -7.56590078016e-05 4.33048406015e-05 0.0445577030287 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.0581059538332 -0.000460447704383 0.00177938325546 0.0551736390449 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.0524174474515 -0.000257298656067 0.000163248725678 0.0646922971578 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.0796758845568 -0.000117391170096 0.00141642467288 0.0759887727879 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.0949088117824 -8.87538624488e-05 0.00138325343151 0.0828594446567 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.08973066857 -0.00271085003644 0.00127939833393 0.0876880586379 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.0811433479323 -0.000167865174959 0.00372327345172 0.10823193974 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.0835573345366 -0.000375725169507 0.000789261906032 0.134642406533 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.118181564793 -0.0011666038329 0.00241303062666 0.183594171883 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.1243864413 -0.00167282187973 0.000500335201017 0.197743591079 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.132892890266 -0.000136052615298 3.62224857157e-05 0.187964265986 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.125110768551 -0.000120555850734 1.26411155052e-05 0.193929710152 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.120764445446 -0.000829761982937 0.00144947834768 0.213021613572 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.124152930076 -0.000949252175525 0.001334170704 0.224205032801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.131612087515 -0.00162918607821 0.000687676340481 0.207725584468 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.120880562799 -0.000541916948975 0.00499513845819 0.20939660233 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.132251961104 -0.00489800119507 0.000537458575654 0.210746200499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.133341400318 -9.44841042233e-05 0.00016659891346 0.218721414894 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.149970309747 -0.000962810120866 0.00141361823201 0.229464267876 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.204779398277 -0.00156321520223 0.00658675931942 0.232969465404 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.204291714173 -0.00248534745323 0.000742142227971 0.242274166919 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.212810721187 -0.000707604312181 0.00223142694638 0.240398728316 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.1986010351 -0.00069699702289 0.00624864217225 0.230857282241 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
