% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=17, Thu Aug 16 04:37:35 2018
1 12 -0.0311078298743 -2.56643663945e-05 7.36280683561e-05 0.0317180354681 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.042543336535 -4.7058816346e-05 2.28377987535e-05 0.0403436919079 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.0486266444897 -0.000119821168414 0.001087732917 0.0548416537473 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.0541836340497 -3.35715105485e-05 0.000277166421775 0.052880130307 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.0682053220819 -1.99186901175e-06 0.000909253466326 0.0810032314657 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.0835779271244 -0.00196714741473 0.000667891779089 0.0847070008946 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.112307464399 -0.000690506384933 0.000810750330805 0.100846926 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.117336777788 -0.000408089166476 0.00102548505806 0.111747821418 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.128199638431 -0.000389923779281 0.000115431480314 0.12809717278 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.118526837055 -0.000130794858773 0.000464805415749 0.12831293234 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.123068985663 -0.00220818733882 0.000869822281012 0.128290041892 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.130171106615 -0.0020143430919 8.86984858313e-05 0.120880865928 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.137034864102 -0.00200870945698 0.000143376672463 0.12902066884 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.126986448386 -0.000868702799842 4.21829345773e-06 0.125317298938 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.139874290527 -0.000297338817062 0.000104294710165 0.126763423281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.159249412628 -0.000271005417165 0.00113680322265 0.131754100828 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.137346149005 -0.00090661145085 0.00298420565868 0.133711252007 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.139887619654 -0.00428043930184 0.000274068413897 0.143102221188 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.146400373837 -9.72388543406e-05 0.000195999445466 0.142745182623 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.14833928154 -0.00109152360528 0.000106785736979 0.152336907326 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.155737560893 -0.000128248205768 0.000935963350411 0.139115129779 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.146660813377 -0.00187582266841 0.000357012527302 0.146857586195 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.143764113574 -0.00135569532741 0.000766826836156 0.160712398374 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.162407289959 -0.00237451598731 0.000632717377311 0.144798537428 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.170134318738 -0.000316711062263 0.00203745284241 0.165624871148 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.169318114894 -7.63235335686e-05 9.62210203986e-05 0.161258480598 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.173588635052 -0.00382342956627 5.92532501961e-05 0.16418502616 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.182099387627 -0.000503186606964 0.0041920052991 0.16389886958 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.178216200092 -0.000174829196768 0.000483756963548 0.16869190038 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.188659680406 -0.000727544539759 0.000790423776996 0.170740906861 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.188767086913 -0.00010833816063 5.48216265139e-05 0.176937916281 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.173782792491 -0.00145895649736 0.00138664713045 0.176470836324 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.188384665189 -0.00247767158149 0.00151864611612 0.174795412173 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.187168143806 -0.000933528684543 5.15430502695e-05 0.185116904156 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 420 -0.186464170835 -0.000228689423882 0.00143963462384 0.187670164795 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36 432 -0.191163116931 -0.00173540811119 0.00138802024304 0.203840718218 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
37 444 -0.186145270094 -8.8920336104e-05 0.000325863828663 0.197267012965 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 456 -0.210961099975 -0.000972184055103 0.00157950440661 0.20432482666 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 468 -0.214441390061 -0.000135560482912 0.00297091429092 0.207915747607 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
40 480 -0.223722077134 -0.000375986076094 0.00447050964712 0.214541993815 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
41 492 -0.190522972424 -0.000295184846383 0.000566087770961 0.194422726776 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
42 504 -0.209793872981 -0.00118906421587 0.000653359788944 0.192240729889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
43 516 -0.188929657106 -0.00061204657557 0.000415678245709 0.19842879658 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
44 528 -0.198160016336 -0.00271789021954 0.00230545335646 0.206767081981 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
45 540 -0.206474485686 -0.00235993350498 0.00081955610155 0.203323168392 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
46 552 -0.20692775006 -0.00357641708124 0.00107456083532 0.204001815913 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
47 564 -0.224840296418 -0.00233769858525 0.000119037244182 0.21530290514 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
48 576 -0.215407398162 -0.000276095015234 0.000268413455003 0.214644325661 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
49 588 -0.204359448435 -0.000777376642197 0.000899021776713 0.216306282373 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
50 600 -0.207560548802 -0.000680135717743 0.00243341283116 0.233983012004 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
51 612 -0.211281795247 -0.000814281384497 0.00136700509185 0.229443929407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
52 624 -0.224452498284 -0.00216781173842 0.00177728613351 0.215472483096 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
53 636 -0.261140502045 -0.00031166268627 0.000312286847742 0.221016082328 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
54 648 -0.28006549085 -0.00187014034293 1.09514571629e-05 0.223486454701 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
55 660 -0.236483741842 -0.00471376884934 0.00302276555324 0.222861195424 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
56 672 -0.226429149099 -0.00182520106746 0.00279908828034 0.228504876144 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
57 684 -0.229811805868 -0.000244901417603 0.00242470430257 0.234050167306 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
58 696 -0.223337652574 -0.000893048708444 0.00166112990812 0.238061617733 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
59 708 -0.223024879951 -0.000613860020951 0.00438388886536 0.238850199048 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
60 720 -0.229341410277 -0.00100845280918 0.000767005452471 0.238785486408 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
61 732 -0.231175981642 -0.000760006334148 0.000485615965721 0.23550468789 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
62 744 -0.229801165923 -0.00449028888106 0.00103513435801 0.241362720948 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
63 756 -0.231762270324 -0.00013493492519 0.000482538232006 0.243718255782 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
64 768 -0.247174613643 -0.000473304526949 0.00260763774369 0.250532381434 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
65 780 -0.25615268883 -0.00146079798331 0.00241222138237 0.245989757872 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
66 792 -0.250837839456 -0.000750478067967 0.0032263830445 0.249484133001 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
67 804 -0.259700391722 -5.08090537399e-05 0.000481151510976 0.263232014331 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
68 816 -0.271654591236 -0.000860636203543 0.000791573159752 0.263562667763 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
69 828 -0.271329885247 -0.000219645343439 0.00121548429946 0.267073233186 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
70 840 -0.274053746739 -0.00114709840836 0.00344664838407 0.245754765385 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
71 852 -0.269588019797 -0.00428128649791 0.000715922781242 0.265781085153 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
72 864 -0.278288166592 -0.000447779187801 4.60570507408e-05 0.26298481823 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
73 876 -0.269944841583 -0.00105990529277 0.000474644299931 0.252505968901 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
74 888 -0.276506343361 -0.00229462743959 0.00350629840028 0.266677840217 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
75 900 -0.262213791498 -0.000716242883874 0.00138805257783 0.290141588319 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
76 912 -0.276467027805 -0.00130448215098 1.20195899735e-05 0.306144641368 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
77 924 -0.274830878062 -0.00159795046431 0.00183697500645 0.321486281173 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
78 936 -0.27285927999 -6.70384751343e-05 0.00192140811781 0.316579563927 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
79 948 -0.278306746544 -0.00138064645217 0.000405478042044 0.317123009829 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
80 960 -0.284869830944 -0.00186053310946 0.000219918349656 0.305487315026 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
81 972 -0.272088360713 -0.00102842148149 0.000696391206684 0.289512772874 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
82 984 -0.27667133566 -0.000669399687242 0.00259714576425 0.316240433053 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
83 996 -0.284424978548 -0.00252009701429 0.000153152779814 0.298881352473 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
84 1008 -0.292737857284 -0.00247426940071 0.00296078864867 0.322295071045 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
85 1020 -0.286470778763 -0.00200385585257 0.00150383136534 0.312908336956 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
86 1032 -0.282689127394 -0.000642738124745 0.000612399139773 0.31821333488 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
87 1044 -0.275026027389 -0.00560347180321 0.00270901794913 0.322520760912 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
88 1056 -0.275850348299 -0.00109786567526 0.000509996603647 0.31761454023 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
89 1068 -0.27678278669 -0.00104886829079 8.79650437964e-05 0.323536419041 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
90 1080 -0.282079638948 -0.002117514014 0.00217378010925 0.307520720744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
91 1092 -0.296803988429 -0.00022764290928 0.00365528960243 0.294096299522 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
92 1104 -0.299884189234 -0.000234325814728 6.17450698562e-05 0.283580336526 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
93 1116 -0.306276094694 -0.00119259278121 0.000523421042114 0.285576021416 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
94 1128 -0.307609568915 -0.00566949117966 0.00108497708406 0.29616563499 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
95 1140 -0.303584285148 -0.00379795719471 0.000359729609978 0.308696941654 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
96 1152 -0.295157188103 -5.01784889469e-05 0.000754838238193 0.307625795026 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
97 1164 -0.286254477618 -0.00369357876178 0.00215585587775 0.294491242856 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
98 1176 -0.291484357198 -0.00187395553307 0.00106436942313 0.279055195882 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
99 1188 -0.289786232547 -0.00144416211826 0.00223085200398 0.25666650153 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100 1200 -0.30511470505 -0.00185463451517 0.0017848851442 0.25351097307 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
