time angle_scaled angular_speed_error_scaled linear_speed_error_scaled left_speed right_speed weg_extension target_idx x y z l r w
19.9 0.920648 0.0349991 0.494636 2.99512 4.34433 0.0195109 2 0.24072 0.0444886 0.472196 0.574878 0.992 0.978479
20 0.925223 0.0294388 0.478885 3.06772 4.36704 0.0194826 2 0.228604 0.0448079 0.46371 0.576693 0.991774 0.97706
20.1 0.932009 0.0232493 0.483815 3.07673 4.35967 0.0194918 2 0.212755 0.0483346 0.455911 0.576918 0.991881 0.977521
20.2 0.935366 0.0211467 0.48475 3.12523 4.35743 0.0194946 2 0.195958 0.045522 0.450001 0.578131 0.991905 0.977661
20.3 0.936199 0.0183899 0.487184 3.04262 4.35553 0.0194969 2 0.18319 0.0468935 0.438553 0.576065 0.991958 0.977779
20.4 0.942041 0.020157 0.488158 3.32749 4.34848 0.0195057 2 0.170501 0.0455003 0.428377 0.583187 0.991958 0.97822
20.5 0.945323 0.0195393 0.491335 3.41284 4.34224 0.0195135 2 0.153131 0.0443187 0.422913 0.585321 0.992008 0.97861
20.6 0.945724 0.0166948 0.496582 3.29356 4.33706 0.0195199 2 0.140284 0.0485755 0.410804 0.582339 0.992105 0.978933
20.7 0.949705 0.0164997 0.503482 3.39857 4.32545 0.0195344 2 0.12639 0.0465355 0.398751 0.584964 0.992209 0.979659
20.8 0.953682 0.0129415 0.546113 3.16375 4.27511 0.0195971 2 0.111759 0.0428552 0.390293 0.579094 0.99285 0.982806
20.9 0.956498 0.00983111 0.53341 3.23802 4.2894 0.0195793 2 0.099623 0.0485636 0.379174 0.580951 0.992682 0.981913
21 0.959758 0.00826605 0.524002 3.36511 4.29922 0.0195671 2 0.0854601 0.0482818 0.367397 0.584128 0.99255 0.981299
21.1 0.962115 0.0107912 0.527976 3.52311 4.29151 0.0195767 2 0.072441 0.0433202 0.355789 0.588078 0.992593 0.98178
21.2 0.964443 0.00958218 0.526934 3.57574 4.29203 0.0195761 2 0.0609881 0.0472318 0.342836 0.589394 0.992582 0.981748
21.3 0.966462 0.00762162 0.524617 3.59707 4.29468 0.0195728 2 0.0459858 0.0483393 0.331112 0.589927 0.992556 0.981583
21.405 0.966756 0.0100743 0.520218 3.72319 4.29803 0.0195686 2 0.0326348 0.0463051 0.317489 0.59308 0.992479 0.981373
21.505 0.967637 0.0104437 0.514756 3.80333 4.30368 0.0195615 2 0.0227219 0.045942 0.303734 0.595083 0.992395 0.98102
21.605 0.969304 0.0087017 0.519983 3.77332 4.29758 0.0195691 2 0.00694409 0.0474992 0.291945 0.594333 0.99248 0.981401
21.705 0.96865 0.0097836 0.520249 3.78535 4.29699 0.0195699 2 -0.00625953 0.0466424 0.278782 0.594634 0.992479 0.981438
21.805 0.970774 0.0104804 0.52175 3.88273 4.29346 0.0195743 2 -0.0159743 0.0455967 0.262472 0.597068 0.992496 0.981659
21.905 0.972589 0.00868778 0.524408 3.87213 4.29042 0.0195781 2 -0.0311992 0.0467482 0.250919 0.596803 0.992542 0.981849
22.005 0.971683 0.00912979 0.525033 3.84942 4.28999 0.0195786 2 -0.044625 0.0469614 0.237775 0.596235 0.99255 0.981875
22.105 0.973214 0.00985824 0.532959 3.88633 4.27974 0.0195914 2 -0.0545577 0.0467448 0.221039 0.597158 0.99266 0.982516
22.205 0.975621 0.00763401 0.532351 3.9027 4.28033 0.0195906 2 -0.0683769 0.045681 0.208719 0.597567 0.992661 0.98248
22.305 0.974955 0.00808628 0.545171 3.81592 4.26667 0.0196077 2 -0.081525 0.0475746 0.19544 0.595398 0.992842 0.983333
22.405 0.976258 0.00661746 0.540529 3.84133 4.27169 0.0196014 2 -0.0918104 0.0476713 0.178827 0.596033 0.992782 0.983019
22.505 0.979106 0.0072047 0.534946 4.00508 4.27569 0.0195964 2 -0.104538 0.0445231 0.164965 0.600127 0.992697 0.98277
22.605 0.978388 0.00783968 0.553581 3.88795 4.25624 0.0196207 2 -0.117446 0.0472921 0.151402 0.597199 0.992958 0.983985
22.705 0.979165 0.0063769 0.549118 3.89231 4.26118 0.0196145 2 -0.127868 0.0484097 0.13463 0.597308 0.992902 0.983676
22.805 0.98182 0.00879779 0.554099 4.05034 4.25333 0.0196243 2 -0.139299 0.0435346 0.119716 0.601259 0.992957 0.984167
22.905 0.981238 0.00879421 0.569839 3.93315 4.2384 0.0196429 2 -0.151965 0.0472785 0.106123 0.598329 0.993173 0.9851
23.005 0.981763 0.00661271 0.566711 3.89414 4.24223 0.0196381 2 -0.162472 0.0487962 0.0892153 0.597353 0.993141 0.98486
23.105 0.983975 0.00871244 0.55869 4.10198 4.24769 0.0196313 2 -0.173074 0.0426981 0.0734876 0.602549 0.993019 0.984519
23.205 0.983486 0.00786995 0.561143 4.03853 4.24602 0.0196334 2 -0.184983 0.0479158 0.0599024 0.600963 0.993057 0.984624
23.305 0.983579 0.00631468 0.557982 4.00561 4.24989 0.0196286 2 -0.195948 0.0490477 0.043024 0.60014 0.993021 0.984382
23.405 0.984846 0.00617434 0.554068 4.07259 4.25316 0.0196245 2 -0.20671 0.0429512 0.0269007 0.601815 0.992967 0.984177
23.505 0.984736 0.00575856 0.553502 4.05698 4.25402 0.0196234 2 -0.217464 0.0474977 0.0127302 0.601424 0.992961 0.984124
23.605 0.984797 0.00455173 0.553106 4.01864 4.25505 0.0196221 2 -0.228789 0.0492447 -0.00401456 0.600466 0.992962 0.984059
23.705 0.985495 0.00463309 0.551284 4.05917 4.25646 0.0196204 2 -0.239619 0.0433853 -0.020231 0.601479 0.992935 0.983971
23.805 0.985299 0.00464354 0.545819 4.08493 4.26213 0.0196133 2 -0.249578 0.047261 -0.0349379 0.602123 0.992859 0.983617
23.905 0.984995 0.00359631 0.547816 4.02395 4.26084 0.0196149 2 -0.261035 0.0492615 -0.0518559 0.600599 0.992892 0.983697
24.005 0.985137 0.00270572 0.547346 4.00042 4.26175 0.0196138 2 -0.27205 0.043505 -0.0680487 0.600011 0.99289 0.98364
24.105 0.985145 0.00366521 0.53592 4.1037 4.27321 0.0195995 2 -0.280668 0.0474447 -0.0828505 0.602592 0.992723 0.982925
24.205 0.984679 0.00309844 0.540416 4.03868 4.26902 0.0196047 2 -0.292211 0.0493174 -0.0993055 0.600967 0.992791 0.983186
24.305 0.984185 0.00365605 0.542367 4.02794 4.26692 0.0196073 2 -0.303494 0.0437503 -0.11545 0.600698 0.992816 0.983317
24.405 0.990416 0.0282651 0.558817 4.23401 4.23401 0.0196484 2 -0.310048 0.0475069 -0.13012 0.625831 0.992921 0.985374
24.505 0.996034 0.0295759 0.527263 4.26106 4.26106 0.0196147 2 -0.315345 0.0552488 -0.141416 0.63678 0.992456 0.983684
24.605 0.999179 0.0244633 0.493896 4.29894 4.29894 0.0195674 2 -0.320294 0.0604374 -0.151164 0.640115 0.991968 0.981316
24.705 0.999036 0.0213311 0.458082 4.34642 4.34642 0.0195083 2 -0.325082 0.0630311 -0.159181 0.642473 0.991401 0.978349
24.805 0.995405 0.0188221 0.462888 4.34446 4.34446 0.0195107 2 -0.326625 0.0674638 -0.168055 0.636292 0.9915 0.978471
24.905 0.995836 0.0151306 0.498825 4.30134 4.30134 0.0195645 2 -0.33495 0.0758531 -0.181018 0.62826 0.9921 0.981166
25.005 0.0155397 0.0657823 0.493573 -6.05338 6.05338 0.017381 2 -0.347147 0.0709612 -0.202767 0.0396143 0.992674 0.871664
25.105 0.0536958 0.133175 0.442457 -6.00502 6.00502 0.0174412 2 -0.342801 0.0775107 -0.198656 0.0598871 0.991476 0.874686
25.205 0.0595103 0.155969 0.497303 -5.55996 5.55996 0.0179959 2 -0.34283 0.0643711 -0.191774 0.0641618 0.992222 0.902503
25.305 0.0829802 0.160139 0.476278 -5.59395 5.59395 0.0179535 2 -0.349078 0.0732932 -0.197872 0.0719 0.991846 0.900378
25.405 0.127689 0.122334 0.459009 -5.6754 5.6754 0.017852 2 -0.330697 0.0752674 -0.193093 0.075194 0.991735 0.895287
25.505 0.189062 0.109121 0.376418 -6.04632 6.04632 0.0173898 2 -0.318659 0.0686049 -0.198277 0.0942867 0.990292 0.872105
25.605 0.221969 0.115331 0.321872 -6.2956 6.2956 0.0170791 2 -0.319342 0.0686729 -0.203033 0.111649 0.989105 0.856525
25.705 0.240223 0.110435 0.365025 -5.92732 5.92732 0.0175381 2 -0.323633 0.0665233 -0.195681 0.114399 0.990001 0.879543
25.805 0.262763 0.113904 0.359371 -5.87044 5.87044 0.017609 2 -0.339889 0.0689516 -0.19814 0.125609 0.989837 0.883098
25.905 0.41114 0.103629 0.314595 -5.68059 5.68059 0.0178456 2 -0.349568 0.0649008 -0.196019 0.204325 0.988779 0.894963
26.005 0.437835 0.145622 0.354082 -5.26974 5.26974 0.0183576 2 -0.344723 0.0685823 -0.203077 0.245678 0.989279 0.920641
26.105 0.443657 0.12378 0.324213 -5.46322 5.46322 0.0181165 2 -0.354744 0.0696021 -0.201019 0.238472 0.988792 0.908549
26.205 0.511398 0.173655 0.512761 -4.56516 4.56516 0.0192357 2 -0.370126 0.0714223 -0.171355 0.304893 0.991927 0.964678
26.305 0.581309 0.189377 0.531174 -4.43926 4.43926 0.0193926 2 -0.395123 0.0747326 -0.150904 0.377835 0.992062 0.972546
26.405 0.636639 0.165928 0.458203 -3.17079 4.54551 0.0192602 2 -0.395129 0.0794892 -0.143733 0.42073 0.990921 0.965906
26.505 0.687466 0.126135 0.469029 -2.70408 4.51191 0.019302 2 -0.377883 0.0657541 -0.151811 0.432398 0.991297 0.968005
26.605 0.711201 0.0980686 0.415692 -2.47159 4.63519 0.0191484 2 -0.376133 0.0705491 -0.139551 0.43821 0.990491 0.9603
26.705 0.744748 0.114736 0.399012 -0.423737 4.60951 0.0191804 2 -0.370202 0.0571094 -0.136181 0.489407 0.990021 0.961906
26.805 0.75469 0.10838 0.458009 -0.633992 4.48176 0.0193396 2 -0.37399 0.0483335 -0.133525 0.48415 0.991141 0.96989
26.905 0.767861 0.0968922 0.448278 -0.475604 4.49872 0.0193185 2 -0.388525 0.0471576 -0.138563 0.48811 0.991026 0.96883
27.005 0.786614 0.0874851 0.409083 0.167366 4.56924 0.0192306 2 -0.398678 0.046022 -0.137014 0.504184 0.990348 0.964423
27.105 0.807827 0.0728916 0.388332 0.599665 4.60846 0.0191817 2 -0.408683 0.0450384 -0.138739 0.514992 0.99002 0.961972
27.205 0.825547 0.0639506 0.382281 1.0103 4.61167 0.0191777 2 -0.419967 0.0477646 -0.145387 0.525257 0.98994 0.961771
27.305 0.838445 0.0504782 0.380778 1.0325 4.61626 0.019172 2 -0.433303 0.0463252 -0.149596 0.525813 0.989987 0.961484
27.405 0.847976 0.0381562 0.382211 0.945217 4.61673 0.0191714 2 -0.443835 0.0475707 -0.155732 0.52363 0.990087 0.961454
27.505 0.856917 0.0318677 0.381378 1.07242 4.61543 0.019173 2 -0.454972 0.0486778 -0.162808 0.526811 0.990103 0.961535
27.605 0.866376 0.0280611 0.37953 1.31834 4.61264 0.0191765 2 -0.467262 0.0452076 -0.16514 0.532959 0.990081 0.96171
27.705 0.872475 0.0232222 0.38157 1.36833 4.60636 0.0191843 2 -0.474802 0.0473892 -0.174508 0.534208 0.990146 0.962103
27.805 0.881133 0.0190128 0.38472 1.53603 4.5936 0.0192002 2 -0.485001 0.046733 -0.182688 0.538401 0.990225 0.9629
27.905 0.889218 0.0168932 0.405672 1.64714 4.54076 0.0192661 2 -0.495288 0.0426058 -0.191732 0.541179 0.990623 0.966203
28.005 0.899556 0.0173013 0.39425 2.14121 4.55255 0.0192514 2 -0.501365 0.045076 -0.203035 0.55353 0.990396 0.965466
28.105 0.905565 0.0184317 0.398945 2.38989 4.53453 0.0192738 2 -0.510774 0.0462414 -0.213971 0.559747 0.990469 0.966592
28.205 0.905322 0.0213307 0.399578 2.48264 4.5302 0.0192792 2 -0.51986 0.0466218 -0.225376 0.562066 0.990463 0.966862
28.305 0.908171 0.0184197 0.416112 2.3856 4.49745 0.0193201 2 -0.525909 0.048728 -0.239375 0.55964 0.990783 0.968909
28.405 0.911926 0.0193948 0.427212 2.50008 4.47176 0.0193521 2 -0.534664 0.0453241 -0.253994 0.562502 0.990972 0.970515
28.505 0.916332 0.018157 0.434272 2.58386 4.45596 0.0193718 2 -0.538047 0.0431126 -0.26764 0.564596 0.991099 0.971502
28.605 0.92014 0.019741 0.437115 2.77314 4.44583 0.0193844 2 -0.542993 0.0474072 -0.282759 0.569328 0.991135 0.972136
28.705 0.917005 0.0153314 0.447837 2.42309 4.43455 0.0193984 2 -0.55084 0.0459342 -0.297462 0.560577 0.991349 0.97284
28.805 0.919276 0.0141827 0.44864 2.46517 4.43219 0.0194014 2 -0.552304 0.0476582 -0.312686 0.561629 0.991367 0.972988
28.905 0.925568 0.0193765 0.448869 2.89947 4.42137 0.0194149 2 -0.553449 0.0470654 -0.329195 0.572487 0.991334 0.973664
29.005 0.926777 0.0183496 0.454796 2.87282 4.41161 0.019427 2 -0.558139 0.0417253 -0.345041 0.571821 0.991439 0.974274
29.105 0.928117 0.018884 0.461362 2.90422 4.39962 0.019442 2 -0.558367 0.0474413 -0.360649 0.572605 0.991544 0.975024
29.205 0.93005 0.0194477 0.466708 2.96722 4.3893 0.0194548 2 -0.558023 0.0487035 -0.378418 0.57418 0.991627 0.975669
29.305 0.924275 0.0162063 0.470855 2.59799 4.39048 0.0194534 2 -0.560436 0.0433422 -0.395513 0.56495 0.99172 0.975595
29.405 0.929009 0.0162981 0.466364 2.8141 4.39334 0.0194498 2 -0.553828 0.0451101 -0.41083 0.570352 0.991641 0.975416
29.505 0.92425 0.0165845 0.469926 2.61657 4.3916 0.019452 2 -0.554014 0.0461905 -0.427884 0.565414 0.991702 0.975525
29.605 0.912541 0.014593 0.478912 2.02786 4.38927 0.0194549 2 -0.553608 0.046081 -0.443991 0.550697 0.991871 0.97567
29.705 0.910468 0.0136517 0.464039 2.00387 4.41517 0.0194226 3 -0.546657 0.0490249 -0.45772 0.550097 0.991637 0.974052
29.805 0.804653 0.0154097 0.453249 -2.0636 4.53899 0.0192683 3 -0.542914 0.047237 -0.471393 0.44841 0.991557 0.966313
29.905 0.83282 0.0167714 0.404349 -0.59151 4.61178 0.0191776 3 -0.544661 0.0481094 -0.478557 0.485212 0.990664 0.961764
30.005 0.860713 0.0169619 0.370746 0.736835 4.65646 0.0191219 3 -0.532303 0.0490439 -0.485743 0.518421 0.989992 0.958971
