% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1, Wed Jan 31 08:18:59 2018
1 12 -0.0349407802156 -7.22833659472e-05 0.000412871353249 0.0390702238092 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.0790633632625 -0.000111756627473 5.2891560328e-05 0.0428520470957 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.103081327431 -0.000897228711843 8.20374353218e-05 0.0706653194022 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.10888601745 -0.0011251133913 0.000109199476541 0.087292740336 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.117562662555 -0.000823902558106 9.82430210397e-05 0.107229564268 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.14150833819 -8.56853678742e-05 0.0014413873947 0.111466020874 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.132952796583 -0.000232593683479 0.00292271933247 0.150316794156 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.136516850688 -0.0011721773464 0.00207169453149 0.153290874365 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.158393884312 -0.00183869775248 0.000722900266775 0.153722257975 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.162634329398 -4.17237246562e-05 0.00203533514927 0.176912817192 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.192020180213 -0.00080811918741 0.000788554108835 0.165350645027 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.188013052318 -6.46990985375e-05 0.000244898654373 0.156474402004 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.175589290903 -0.000472151405949 0.00164950591457 0.167004139393 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.14042352244 -0.000445362933245 0.00186804105336 0.155918107407 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.127907931954 -5.46572381458e-05 0.00132081465027 0.157476048697 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.12711841152 -0.000515030558537 0.00388161756974 0.170844486466 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.127684460453 -0.000825055928833 0.00167105508731 0.172150269596 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.141926066651 -0.00121005192969 0.000162597263931 0.170623091849 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.154540223237 -0.000888651023474 0.000332201368446 0.171366389115 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.159916197074 -0.00177626195436 0.00120461878811 0.168661705617 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.168083587102 -0.000536505808658 0.00161294649974 0.159725565809 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.167434698715 -0.00126196785122 0.00150846354457 0.164134096655 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.185516334177 -0.00100768962253 0.00217401258457 0.168106840554 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.194917751511 -0.00529701129106 0.000564852513265 0.172967480607 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.170238981496 -0.00209413137158 4.5590232707e-05 0.164039798399 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.178876449981 -0.00225687144493 0.00345835556898 0.151371832922 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.172091891887 -0.000596226787186 0.00141449048814 0.162427349942 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.187055218637 -0.00147587385844 0.00391853868825 0.157309064674 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.19991144503 -0.00412662674835 0.00164469780544 0.164027165572 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.190811878755 -0.000157923122341 0.000309829438655 0.170464055047 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.180459148914 -0.00506103664264 0.00143751634268 0.167184673805 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.202575487415 -0.00104335493483 0.000310981895094 0.153647921868 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.189729254086 -0.000841677109189 0.00168875365561 0.153279382324 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.188763883716 -0.00113817984506 0.000718732755279 0.167056137839 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 420 -0.179118981929 -0.000977920077118 0.00237679222571 0.166915315556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36 432 -0.190893181901 -3.93190321704e-05 0.000948126922926 0.15702824709 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
37 444 -0.190902398359 -0.00215159402854 0.00564291823565 0.18638318389 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 456 -0.193918131052 -8.15966186058e-05 0.000177448938876 0.191965916419 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 468 -0.201274368192 -0.000813917294047 0.00197943488345 0.213002215111 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
40 480 -0.233836500696 -0.00563262862808 0.00124568182205 0.207553706478 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
41 492 -0.228392357591 -0.00218514675527 0.000689627843215 0.210617025533 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
42 504 -0.21931873139 -0.00687413373478 0.00165749940567 0.204827000958 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
