% # columns="iteration, evaluation, void, void, void, xmean", seed=79710, Mon Jan 15 12:14:22 2018, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
628 6908 0 0 0 3.98478414143 -1.78813841042 8.8478829869 -0.347135225659 -0.840897955276 0.342370188991 13.4129013349 19.5180849839 21.1855874536 -10.5812951448 10.5376772395 -0.0530082476042 10.5630194652 10.5508165995
629 6919 0 0 0 4.0773138911 -1.4780773274 9.34146110899 -0.16955929305 -1.28769745277 1.03653762791 13.355096952 19.1480151707 21.2980609013 -10.1046575152 10.5480849745 -0.0524372968746 10.555375836 10.5637282785
630 6930 0 0 0 4.07370084057 -2.07312860924 9.26537371675 -0.11546905737 -1.60341293135 0.780880917633 13.3238855691 19.275436257 21.2005933733 -10.0455136311 10.5426270268 -0.0539394403657 10.543062346 10.5617682205
631 6941 0 0 0 4.09823723144 -1.6808129862 9.45043756281 -0.156077944459 -1.76952362114 0.562915654277 13.1003881428 19.3007151627 21.3207981241 -10.0804692741 10.5424621208 -0.0594736008155 10.5632399914 10.5507959511
632 6952 0 0 0 4.0183027866 -1.44345386435 9.850604224 -0.295882283489 -1.64249436332 0.158881618661 13.0104327125 19.7523290969 20.6958373994 -10.5591239401 10.5453182057 -0.0647692309534 10.5857866678 10.55848052
633 6963 0 0 0 4.07430595084 -1.57658507925 9.6882525777 -0.250410552523 -1.68825709894 0.0830296204971 12.8530946194 19.8135044501 20.4749436063 -10.8200331234 10.5530088338 -0.0580607828332 10.5695589689 10.5430135164
634 6974 0 0 0 3.81337282409 -1.76119027849 9.48572181055 -0.280185161018 -1.79683514221 0.551546672274 12.8487487244 19.8362680858 20.6813848673 -10.6860697179 10.5419692595 -0.0589599492966 10.5846307494 10.5490194259
635 6985 0 0 0 3.74328297326 -1.64893326058 9.52060723151 -0.271716956138 -1.54087823886 0.661119443447 13.0448250174 20.0968981374 20.3117947361 -10.9055251093 10.5544760612 -0.0584277030191 10.5759335604 10.5509923875
636 6996 0 0 0 3.6176713163 -0.916814399442 9.07332538395 -0.156796304242 -1.50549916428 0.695632089038 13.4665623752 20.1469487846 20.7851905367 -10.7003174841 10.5642691619 -0.051417399067 10.5533941926 10.565497468
637 7007 0 0 0 3.65656281527 -0.793569409209 8.90624670703 -0.584551475988 -1.45959580366 0.226173536325 13.2889364921 20.3899445345 20.6416189442 -11.119778434 10.561474622 -0.0525819944187 10.5554325491 10.5669042958
638 7018 0 0 0 3.76224579582 -1.41684653051 8.91723762127 -0.522838840574 -1.15493607605 0.204078234883 13.4887631038 20.1472056637 20.9196183222 -10.9243384139 10.5374464696 -0.049917354336 10.5522682594 10.5765157426
639 7029 0 0 0 3.75617306187 -1.08669110159 9.35835516305 -0.875542232775 -1.23252438945 0.155132209143 13.4515988634 20.5316125055 22.1925129069 -10.9128985171 10.5447231986 -0.0469224466275 10.537501821 10.551863626
640 7040 0 0 0 3.73822607946 -1.70276877916 9.08581740717 -1.11519617988 -1.12087709275 0.0200634846412 13.222404813 20.5151550816 21.7542962546 -11.1170636528 10.5506601849 -0.0484967762088 10.5225031964 10.5508597615
641 7051 0 0 0 3.52126782975 -1.99954690482 8.29457995631 -0.920150146236 -1.49263282772 0.529172284899 13.4190843213 20.6318871892 21.241285712 -11.2757590418 10.55005017 -0.0499724093922 10.54524082 10.5663634364
642 7062 0 0 0 3.45607508324 -2.06190530114 9.00889505272 -0.865023969962 -1.71871798437 1.77195768072 13.20945003 20.2810694673 21.0160454363 -10.7474631934 10.5377500211 -0.0545189095209 10.560487087 10.5794984273
643 7073 0 0 0 3.41169591467 -2.86381311143 8.56266997304 -0.633911464891 -1.82384496083 1.58279191134 13.2285325061 20.0498143314 20.2454345345 -10.865083894 10.5641532844 -0.0523785090617 10.551799012 10.5708244402
644 7084 0 0 0 3.42446636144 -2.83095198265 8.63735756728 -0.738507477615 -1.5243025929 1.87845000959 13.453474302 20.2326908539 20.2899882067 -10.8936027652 10.5617332668 -0.0573151189187 10.5635450247 10.534190054
645 7095 0 0 0 3.1440069109 -2.97852724231 8.54517361774 -0.584502874889 -1.32562072915 2.00168414783 13.5650046222 20.3739482767 20.3656783339 -10.6767885606 10.5596363229 -0.0482516196835 10.536353285 10.5226623658
646 7106 0 0 0 3.0969295816 -2.5999490652 8.10830093942 -0.651363977284 -1.70645002148 1.87018631429 13.4937632508 20.6911010404 19.8650030092 -10.885886538 10.5799018956 -0.0509913282141 10.5490254369 10.5424650271
647 7117 0 0 0 3.16866137649 -2.70054992497 8.07192845327 -0.647365918422 -1.54212324746 1.56331233141 13.3497943857 20.5022663721 19.4925153205 -10.7416590501 10.5656530345 -0.04649761507 10.5443371266 10.5447637165
648 7128 0 0 0 2.95799502084 -2.65598970273 7.98969391866 -0.554725240414 -1.39038616003 1.50417591429 13.4082418536 20.9158496178 19.715696145 -11.1723858518 10.5725693665 -0.0402100603593 10.527837698 10.5682168011
649 7139 0 0 0 2.99074063079 -2.10796421834 8.07860667918 -0.621461811055 -1.27953115812 1.68766988747 13.6165481517 20.694517701 20.3510405056 -10.9912404822 10.5412379384 -0.0461864048215 10.5720115903 10.5451143274
650 7150 0 0 0 2.88829811834 -1.42445639036 8.22066436949 -0.592388014783 -1.90363885404 1.79998618592 13.6024307854 21.2340748443 21.2745054448 -11.1061574321 10.5474738223 -0.0493985736044 10.5787853408 10.551418828
651 7161 0 0 0 2.93153942646 -1.13698547295 8.38563956683 -0.471665519446 -1.71905179317 1.73430912 13.4985291653 21.4333854701 21.7908132261 -11.1112774361 10.5435671019 -0.050731408015 10.5814713055 10.5536060969
652 7172 0 0 0 2.99619785062 -1.17372746612 8.35801453184 -0.544004692028 -1.73954287458 1.54445445036 13.1164173882 21.031343688 21.4292515392 -10.7065482719 10.5393974589 -0.0465382576737 10.5616072386 10.5338445686
653 7183 0 0 0 3.33354613263 -0.73729274219 9.1985269434 -0.830754426297 -1.72609554201 1.53730590509 12.9818826061 21.0235304474 21.5672584709 -10.7550271537 10.5449194628 -0.04840300189 10.5507633889 10.5486830968
654 7194 0 0 0 3.46292451485 -0.91137778206 9.66987257293 -0.81447470434 -1.41619973831 1.83473582617 13.1164318309 21.0533713379 22.0246234029 -10.7867719006 10.5397557351 -0.0488745691466 10.5435881362 10.543127864
655 7205 0 0 0 3.86568572178 -0.558323732406 10.1059166848 -0.907522486223 -1.37184458088 1.60076680733 13.0929257876 20.6833678143 22.485688317 -10.5426993379 10.5284681909 -0.0458076517443 10.5281871201 10.5412809125
656 7216 0 0 0 3.5193344191 -0.625372299634 9.04576643449 -0.440169133805 -1.2601896555 1.00985628331 13.472458666 21.2184936677 22.0772809533 -10.8542540816 10.5400515048 -0.0369436703052 10.5062055847 10.5377392932
657 7227 0 0 0 3.64782965304 -1.10770623129 8.67113381135 -0.638914672395 -1.78245545032 0.994607837876 13.3086970857 21.4606044735 21.9888937997 -11.0054271268 10.5409484459 -0.0505191589033 10.5390161246 10.5537761671
658 7238 0 0 0 3.51897507241 -0.347526756543 8.53394891438 -0.797039235325 -1.86051164041 1.40199242101 13.3367292384 21.825747724 22.2388763421 -10.8586557918 10.5411998656 -0.0483606692727 10.5433633938 10.554130597
659 7249 0 0 0 3.25370129782 -0.659735635837 8.24354033672 -0.9799094821 -1.55460981329 1.51850091178 13.3809453875 22.0267562206 21.6505784971 -11.0962558213 10.5414671951 -0.0520494311979 10.5606901416 10.5535424557
660 7260 0 0 0 3.21708343443 -1.55040174019 7.961271583 -0.950924551119 -1.61506206935 1.85723685564 13.3716743905 22.1599620654 21.5778693115 -11.0674983608 10.5619985442 -0.0493244452384 10.5295919273 10.5378344789
661 7271 0 0 0 3.07128807701 -1.42129038187 8.1404743823 -1.05072551997 -1.44253281189 2.03714318034 13.393933768 22.346218708 21.5378694773 -10.8979399826 10.579437258 -0.0479794776399 10.5367656803 10.5237087918
662 7282 0 0 0 3.25804146882 -0.929341932774 8.17398116584 -0.792471402799 -1.33438810945 1.50809994429 13.4121211495 22.5501030351 21.6430314042 -10.9445112782 10.575275793 -0.0450648974485 10.5315042421 10.5243801976
663 7293 0 0 0 3.09794031891 -0.918854803248 8.11865509511 -1.12607895916 -0.84588152085 1.42643427972 13.4285677497 22.5464805185 21.6485408234 -11.0616363948 10.5669344728 -0.0524719652918 10.554162401 10.5311314073
664 7304 0 0 0 3.32892168199 -0.825117019869 8.138058578 -1.49607362674 -0.701540767646 1.63161244202 13.6687928899 22.3234110112 21.4988090565 -10.9026996246 10.5449145146 -0.0542826982821 10.5708712726 10.5711526524
665 7315 0 0 0 3.04346310359 -1.0061037891 7.74929878801 -1.94743333423 -0.412077993678 1.89839198681 13.6727822167 22.1863949277 21.0357119423 -10.7315456496 10.5317210101 -0.0550219510823 10.5737613576 10.5734401826
666 7326 0 0 0 3.30294907571 -0.775608729843 8.29833442249 -1.94576217867 -0.654469384818 1.64530333487 13.5091603521 22.0883060219 20.9678426997 -10.9056043528 10.535858393 -0.0490518663588 10.5498255021 10.5614535081
667 7337 0 0 0 3.24516787743 -0.734616862247 8.65369202457 -1.44841135634 -0.809716329006 1.82229031214 13.3253609782 22.0479437797 20.8772845739 -11.0979770071 10.5248183472 -0.049606641776 10.5510904429 10.5721778247
668 7348 0 0 0 3.4041499203 -0.127488221598 8.61909036382 -1.90477388843 -0.420743114765 1.37103508073 13.157978544 21.73074628 20.7055569993 -11.0719447668 10.5131168422 -0.0532145017895 10.5589113116 10.5756715995
669 7359 0 0 0 3.33762499473 0.129915528623 8.665204142 -1.98835182748 -0.263530846298 1.26236320311 12.9776154772 21.8897354306 20.2263409817 -11.0477774718 10.5251326875 -0.04842821302 10.542761639 10.5569926399
670 7370 0 0 0 3.3875250988 0.355218290977 9.27738286324 -1.78414010992 -0.510140003044 1.20929190314 12.8529200049 22.1296125689 20.5253225218 -10.9664077867 10.5359957357 -0.0479995267512 10.5432740108 10.5564855549
671 7381 0 0 0 3.39061647814 0.364471514694 9.51895978309 -1.76755568219 -0.952792610602 1.63200458628 12.6676770731 22.4222877183 20.6525665919 -11.2744783225 10.5389318153 -0.0526244247779 10.5335076652 10.5639796769
672 7392 0 0 0 3.42114011914 0.0523241826111 8.92129632876 -1.94251514205 -1.04773924607 1.87042193569 12.9388956752 22.5376643289 20.8856337003 -11.2306342535 10.5453538872 -0.0533757364713 10.5469735743 10.5600172045
673 7403 0 0 0 3.4845293948 0.710590764047 8.93045155852 -2.18685212091 -1.01744649548 1.82182985929 13.0266614751 22.6952462165 20.644593819 -11.0803096726 10.5539313278 -0.0553463379695 10.5445591413 10.5507042673
674 7414 0 0 0 3.68421468101 0.553218348066 8.35412977093 -2.30965280095 -0.231433125828 1.30122522744 13.0409215797 22.4368802164 20.2732323572 -11.0355470601 10.5370565556 -0.0488071520627 10.5364116185 10.5611721489
675 7425 0 0 0 3.77518168793 0.681464794103 8.54972721504 -2.26056356107 -0.424287570031 1.16936547961 13.207095876 22.5882308962 21.0697441222 -10.9536518802 10.542177117 -0.046577562951 10.5402192282 10.5473023951
676 7436 0 0 0 3.80878445424 0.579420931923 8.43483392434 -1.94555165668 -0.48413400483 0.716097059253 13.2318083208 22.6401694051 21.044528525 -10.9100415536 10.5519072833 -0.0484615317759 10.53620296 10.5347917951
677 7447 0 0 0 4.1990977137 0.853308890792 8.73227431275 -1.95521573022 -0.463451373173 0.539670465361 12.8541505726 22.2718947079 21.0487729825 -10.8750851939 10.5334819663 -0.0464184140477 10.5406769965 10.5510177369
678 7458 0 0 0 4.02808202125 0.959900250913 9.38777642647 -1.82680521089 -0.25160691388 0.661416515614 12.9265073296 21.9879248242 21.3670257136 -10.7448414727 10.5430467844 -0.0499123611191 10.5561271423 10.5614889663
679 7469 0 0 0 4.15995012804 0.602646206709 9.22045061518 -1.73376736368 0.00129583335553 0.203226552563 12.981903929 22.0143685318 21.2715698416 -10.9231266659 10.5579887623 -0.0583707132176 10.5665870626 10.5625529972
680 7480 0 0 0 4.20664127213 0.175504509494 9.51540037807 -1.8549000926 -0.258982216774 0.565976526901 13.0345992905 21.7795690333 21.6580696125 -10.844797305 10.5528890322 -0.0570334728153 10.5736751438 10.5740041677
681 7491 0 0 0 4.14813229684 -0.112240071858 9.51310492821 -1.58608779354 0.213454894671 0.726239494881 12.9366621142 21.3623449749 20.8640681742 -10.7495268782 10.5323487673 -0.0509141739057 10.5547655162 10.5706629654
682 7502 0 0 0 4.1944571633 -0.142907785382 9.22508721102 -1.97348798842 0.602180397888 0.433707536111 12.976475417 21.3939724219 20.9248068606 -10.7194290587 10.5329178254 -0.052464657421 10.5539006379 10.5652037278
683 7513 0 0 0 4.10485782902 -0.214941535764 8.56801944408 -1.96860991716 0.603248316798 0.707161963323 12.9563341995 21.6072716202 20.196546949 -10.7153983405 10.5434897766 -0.0501426289933 10.5489535546 10.5571242982
684 7524 0 0 0 4.10073309023 -0.180906474323 8.43167049322 -2.03242334958 0.543454551715 0.480217299 12.903727956 21.486201986 20.198900274 -10.7495162049 10.5466996312 -0.0423721137386 10.5351300681 10.5508753457
685 7535 0 0 0 3.88856481581 -0.362543090408 8.47154810097 -1.65775213494 0.216183218948 0.699142175244 12.9416762061 21.6946370644 20.2494144955 -10.7467584169 10.5429456028 -0.0439682361531 10.5353278545 10.531934074
686 7546 0 0 0 4.04280218679 -0.884731114786 8.04798085417 -1.78792907683 0.301386217298 0.305896510931 12.7663644802 21.2895707098 19.7176692461 -10.8852224624 10.5332879809 -0.0485355803305 10.5493615859 10.5424414719
687 7557 0 0 0 4.21586194954 -1.15476112446 8.77356929168 -1.47390988589 -0.201652757701 0.927750393843 12.8346840737 20.8674840904 20.0061546151 -10.4654277729 10.5421990694 -0.0442608890672 10.5330200622 10.5417286506
688 7568 0 0 0 4.10571417175 -1.01589145779 9.24028351776 -1.18297705242 -0.263797809491 0.587994767119 12.7669639423 21.0150313204 20.8709660325 -10.4813372703 10.5494557631 -0.0500778898484 10.550520309 10.5523774253
689 7579 0 0 0 4.17288744323 -1.08335105922 9.37137389004 -1.31764403797 -0.213105068594 0.0125739538378 12.6098424884 20.6175268531 20.5040517794 -10.3053968378 10.5369888682 -0.0428373698759 10.5308533456 10.5543384661
690 7590 0 0 0 4.22598972987 -0.960577769194 9.45680713818 -1.14218117236 -0.429671433619 -0.529672327587 12.6563823587 20.9284153169 20.8073919948 -10.2685644035 10.5469590718 -0.0415747105272 10.5328014792 10.5532356256
691 7601 0 0 0 4.12012638953 -1.58887760447 9.2329826704 -0.761895485512 -0.549790103226 -0.783158908229 12.6710430801 20.7817456192 20.8807784914 -10.1160536186 10.559050491 -0.0393889077183 10.5191014062 10.5346709303
692 7612 0 0 0 3.84226391247 -1.29003484057 9.19491977292 -0.74645679896 -0.668962707623 -0.487826297423 12.6626719934 21.1162340784 20.7271376852 -10.3069491001 10.5484819283 -0.040537844558 10.5242903313 10.5582269523
693 7623 0 0 0 4.02879122053 -1.49733233553 8.92578371536 -0.858681752251 -0.747065458535 -0.0979238848232 12.6479099399 21.2558528458 21.054516896 -10.6205082381 10.5666521018 -0.0489986395063 10.5408824564 10.543287647
694 7634 0 0 0 3.88190111139 -0.877573807239 9.35810529076 -1.10870816981 -0.433772645536 -0.0707873726802 12.4720877605 20.8568936054 20.9043258503 -10.1930675981 10.5554204201 -0.049227916634 10.5405429772 10.5557973753
695 7645 0 0 0 3.80236445944 -1.36340112669 9.58894107689 -0.663119049455 -0.684661468577 0.147289191293 12.3241301994 21.1289542303 20.7275641434 -10.643303145 10.5537449521 -0.0505783158572 10.5335127276 10.553961994
696 7656 0 0 0 3.75601419738 -1.26160304076 9.27193649414 -0.808820638267 -0.366041308583 0.0148752207335 12.3759267729 20.9979075032 20.4974396637 -10.3812564484 10.5437197112 -0.0467445935196 10.5327363551 10.5598732299
697 7667 0 0 0 3.74876684462 -1.48543912961 8.91474545094 -0.671198969286 -0.171580557107 -0.387102798159 12.3935009472 21.1090278155 20.4934793943 -10.6147787323 10.548048151 -0.0478840858026 10.5355452084 10.555524807
698 7678 0 0 0 3.5794425741 -1.45653193474 9.08994845823 -0.791498043002 -0.125569788483 -0.34615225895 12.4045629369 21.3701773767 20.7491493979 -10.6260883576 10.5422568622 -0.0523434478153 10.5564665118 10.5573000833
699 7689 0 0 0 3.71225134537 -1.30335997394 9.35069890213 -0.609341758934 -0.143573211615 -0.577261003423 12.2063614492 20.8885938915 20.5581659573 -10.5178440355 10.5354974757 -0.0565592867535 10.5699835824 10.5603353809
700 7700 0 0 0 3.73761417393 -0.720230507626 9.5780248737 -0.567241415451 0.00625126204585 -0.878306257999 12.4034048323 21.1455735494 21.2471248766 -10.4195762669 10.5418338052 -0.0481857145763 10.544940507 10.5593497595
701 7711 0 0 0 3.63979045257 -1.09545338853 9.66797437496 -0.698814749714 -0.106723074919 -0.367182160799 12.7001914349 21.2470794953 21.2962394671 -10.3763060277 10.5399224888 -0.0509808215497 10.5534178399 10.5612379791
702 7722 0 0 0 3.51266776947 -1.0599161893 9.77264173247 -0.794690517585 -0.295224012927 -0.467271607777 12.6466511776 21.2873140117 21.21836172 -10.5322739479 10.5492845853 -0.0478183532113 10.5530459948 10.5632561901
703 7733 0 0 0 3.41715680174 -1.404338286 9.58720090915 -0.592450216223 -0.200584175232 -0.561644759302 12.7044893965 21.6143973717 21.1208135965 -10.9602646609 10.560760954 -0.0496437510712 10.5480781264 10.5536343639
704 7744 0 0 0 3.51685500872 -1.15578167512 9.48492031864 -0.425783663118 -0.0226192373087 -0.0967439715786 12.5902078278 21.7402567102 20.9117453944 -11.2119343387 10.5465813031 -0.0515157720216 10.5590715828 10.5546473056
705 7755 0 0 0 4.03464891289 -0.791859094909 9.08108572907 -0.422839786736 0.373639157661 -0.845700202227 12.62972068 21.5040833181 20.7910552362 -10.878138306 10.5475849762 -0.0511114485279 10.5598129013 10.5428537817
706 7766 0 0 0 3.87827198202 -1.79888806184 8.40394792698 -0.393984944373 0.397256138343 -1.04822669892 12.4998499146 21.6511779772 19.9768088477 -11.3653790421 10.5459808189 -0.049820439167 10.5602991183 10.5540448383
707 7777 0 0 0 3.74424111108 -2.27612905918 8.89829239972 -0.480607358616 0.689981305054 -0.716037219821 12.4502737218 21.5428302066 19.673443351 -11.2416849671 10.5367753461 -0.0498446394642 10.5630521206 10.5501611798
708 7788 0 0 0 4.02823241599 -2.01450531836 8.4100035992 -0.450265366395 1.00081412918 -0.911535159858 12.7492513366 21.7388166083 20.0519181687 -11.1531813951 10.5393437974 -0.0396928639376 10.5293413919 10.5486619634
709 7799 0 0 0 4.07936173723 -1.56381134629 8.00185736163 -0.334546003693 0.99595778045 -1.0457869698 13.0740111272 21.9927846649 20.2377436428 -11.3672840526 10.5377623103 -0.0412030895079 10.5398353399 10.5618847248
710 7810 0 0 0 3.97079085158 -1.04263009387 7.73437159927 -0.427256231076 1.12425783557 -1.34713657172 13.0965244663 21.7712252555 20.5356680732 -11.0789593924 10.5463236143 -0.0387304946524 10.5328039858 10.5675467994
711 7821 0 0 0 3.83739742666 -1.17838931394 7.56009488842 -0.511464374547 1.2906151424 -1.4544726736 12.9587984187 22.0325359574 20.0582305667 -11.2039470716 10.5479300424 -0.0375416140019 10.5246507444 10.5530454438
712 7832 0 0 0 3.93778778212 -1.42707083837 7.22821154907 -0.26756023826 0.795395712556 -1.3449430634 13.0017293779 21.5828075847 20.4585668906 -10.9018597038 10.542756686 -0.0389755898724 10.5201763547 10.5706608083
713 7843 0 0 0 3.8254484426 -1.37613094597 6.95739505804 -0.00666951661292 1.02156018689 -1.37863900672 13.1179645372 21.6013186358 20.1860992116 -10.8711962579 10.5479757908 -0.0352121376188 10.5035080151 10.5654757642
714 7854 0 0 0 3.90540077073 -0.951384851504 6.83189744465 -0.488820994344 1.40066190854 -1.58451733465 13.1374372973 21.7946146785 19.8940124359 -10.9833901981 10.5524322879 -0.0406103537626 10.5149929166 10.5499842665
715 7865 0 0 0 3.86022019849 -1.63284445258 6.85012179492 -0.564907463374 1.14488935693 -1.2075336404 13.1073288685 21.539633496 19.4361794835 -10.8278891432 10.5496594477 -0.0394632378514 10.5164065974 10.5297086252
716 7876 0 0 0 3.76377600899 -2.38534625363 6.59815149439 -0.459590567703 0.837347961793 -1.04247620185 12.9761164364 21.6668341743 19.8301501417 -11.2097133966 10.5389457048 -0.0371026019036 10.5075517795 10.5488386804
717 7887 0 0 0 3.60492267555 -2.36072292169 7.23290703146 -0.194017471669 0.0809816407356 -0.490253960474 12.9783051643 21.4063566475 20.7515324456 -10.9991645728 10.5364135976 -0.0414590160214 10.5310062261 10.5559317929
718 7898 0 0 0 3.59857493792 -1.72424117347 7.36419737782 -0.47976063844 -0.121211825448 -0.860794011649 12.9612709079 21.6314545714 21.2228141879 -11.1685573804 10.5506339499 -0.0471098639073 10.5370663639 10.5709724422
719 7909 0 0 0 3.59171477361 -2.27751506227 7.52321190575 -0.658666678683 -0.272908431997 -0.441471642114 12.9313415222 21.7969482563 20.9997130759 -11.2215916145 10.5547762872 -0.0457225217697 10.5281627085 10.5564325646
720 7920 0 0 0 3.68717114756 -2.14590337476 7.34767985726 -1.14004784242 -0.158509329718 0.0903388381073 13.2673681102 22.1840365292 20.7285109244 -11.2495646676 10.5437966408 -0.0513995391383 10.5455824729 10.5520679785
721 7931 0 0 0 3.74814624087 -1.70710695136 8.28167202877 -1.5450583999 0.133629189259 0.241081350941 13.2933992594 21.9840639493 20.7107496326 -11.1942795889 10.5426289102 -0.0492071104467 10.5396266899 10.5306205955
722 7942 0 0 0 3.84957039006 -1.34180342772 8.08496936792 -1.63823847405 0.306526451865 0.344813119034 13.4533049538 21.7504755877 20.4327081371 -10.8695898833 10.544177525 -0.0487007970473 10.541890683 10.538492589
723 7953 0 0 0 4.00942459775 -1.03385310542 7.62506064989 -1.33963950954 -0.284634905695 0.46619384089 13.2447998733 21.940562931 20.6498278602 -11.0402056864 10.5402458115 -0.0477947333735 10.543572118 10.5446227039
724 7964 0 0 0 3.90253236387 -0.437248096656 8.22773334203 -1.44654120647 -0.763874274902 0.97383465261 13.2257371745 22.0147270853 21.2571061051 -10.7741848594 10.5409975125 -0.0513544857168 10.5464488121 10.552247936
725 7975 0 0 0 4.04041002698 -0.9186178108 7.3640683488 -1.1559737751 -0.949599646793 0.924944222665 13.1163709942 21.6811089751 21.1957768952 -10.7775654877 10.5359803519 -0.048179451678 10.5402286097 10.5462651473
726 7986 0 0 0 4.14264405485 -0.42179231729 7.05949996769 -0.968567436383 -1.03768338399 0.771695887351 13.2559051912 21.8346286582 21.5330951077 -10.8088770578 10.538280672 -0.0478417891003 10.5392960613 10.5527283364
727 7997 0 0 0 3.94755060807 -0.340849395043 7.17062465624 -0.674429863278 -1.12233877426 0.201711957194 13.3840082146 22.066279029 21.5270696176 -10.7597684655 10.5537864346 -0.0526476643465 10.5561171203 10.5497446625
728 8008 0 0 0 3.82809947967 -0.0221928835925 7.0962488801 -0.933507184123 -0.953783597624 0.100898934645 13.281672029 22.3459227146 21.3229454351 -10.9213918468 10.5562959403 -0.0500387621003 10.5496858466 10.551490439
729 8019 0 0 0 4.01380453141 -0.401477502775 7.66336695019 -1.24298960471 -1.487241169 0.392665980844 13.0968017406 22.2085277143 21.7304703332 -11.0509041318 10.5511259502 -0.0499168352859 10.5480868391 10.5560107062
730 8030 0 0 0 3.80561446269 -0.632799219478 7.30048146377 -1.05172353848 -1.13047245838 -0.0600052927454 13.262001508 22.1410937563 21.3420408858 -10.9362019017 10.5441477177 -0.050350380098 10.5504587935 10.5534779502
731 8041 0 0 0 3.67363699643 -0.774560645831 7.36513346969 -1.22718676489 -0.72007296304 -0.199368445428 13.2231639289 22.4800234963 21.4337088198 -11.2007632838 10.5476148966 -0.0512278306391 10.5580487831 10.5369210693
732 8052 0 0 0 3.62531984212 -0.398245999037 8.15105726804 -1.83289410984 -0.671469822103 0.569190992948 13.1996436247 22.3393436138 21.9886443155 -10.8503753698 10.5494003478 -0.0556731369932 10.5640231215 10.5418879344
733 8063 0 0 0 3.56323922879 -0.605462110786 8.02283072662 -1.91886232428 -0.72277493543 0.153043946165 13.1623585674 22.2096961062 21.6856898746 -10.9581919492 10.5465242056 -0.0594813424876 10.5866063354 10.5616859549
734 8074 0 0 0 3.96356031827 -0.947471717379 7.53364191006 -1.5612844657 -0.999963896767 0.112730249879 12.9903910677 22.0805895737 21.7609340428 -10.8958266765 10.547600064 -0.0541427181357 10.5595175049 10.554759714
735 8085 0 0 0 3.94871364066 -1.03339068695 7.6907783891 -1.40171891858 -0.380787390733 0.0896435517639 13.0913089217 21.4060319161 21.4923585896 -10.4399497364 10.5483788571 -0.0499069051422 10.5436326454 10.5639620686
736 8096 0 0 0 3.96798291904 -0.68617947763 7.76943194961 -1.33417378137 -0.515947767714 0.347551743506 13.0872302079 21.0851185948 21.5151965129 -10.3949094478 10.5338812837 -0.0497993505593 10.5372056287 10.5742364445
737 8107 0 0 0 3.74178930119 -0.828015915717 8.00747312191 -1.30988379855 -0.574553088143 0.186577150293 12.8758770585 21.2041478857 22.0240920239 -10.6088099183 10.5409976523 -0.0509229384052 10.5358386798 10.5750980873
738 8118 0 0 0 3.99843767641 -0.906380160199 8.00474684421 -1.01033140585 -0.46488400712 0.444034525841 12.8482506336 20.4580425948 21.7541685554 -10.4275781475 10.5410914784 -0.0489600497603 10.5333424423 10.5669749149
739 8129 0 0 0 3.82951818775 -0.452665707782 8.2007138411 -0.764066960866 -0.0945558964123 0.154834548665 12.7041128518 20.4691920318 21.9925806558 -10.5220392023 10.5491826561 -0.0511448990287 10.5487506562 10.5453536087
740 8140 0 0 0 3.78334189129 -1.01818974469 8.15594190758 -0.815400322162 0.339102884872 -0.555945504127 12.7986456285 20.5273042697 21.9005937164 -10.5940661856 10.5417132939 -0.049088328864 10.5423671246 10.5517135176
741 8151 0 0 0 3.66343294934 -0.476908013267 8.00196948137 -0.658914297325 0.526419849182 -1.11705258677 12.646143244 20.5457019831 22.3044166451 -10.587086093 10.5536379389 -0.0471147549242 10.5445411716 10.5425206586
742 8162 0 0 0 3.83388183484 0.411829092306 7.29494575521 -1.021092704 0.440785911641 -1.52087778903 12.728350016 21.125515613 22.1361935037 -10.7787111245 10.5563362911 -0.0487097294798 10.5455530248 10.5617898978
743 8173 0 0 0 3.83132053995 0.21339630438 8.10936528116 -1.30696932181 0.602765754477 -1.29335985078 12.5693848978 20.7866075897 22.5931100538 -10.5486289679 10.5488555832 -0.0516015853584 10.5530954483 10.5486233963
744 8184 0 0 0 4.11773283873 -0.0348139228342 7.92631245191 -1.26834221448 0.741885210589 -0.850109560445 12.767099967 20.5234859537 22.3554329672 -10.3134938437 10.5497477671 -0.0444528695059 10.5327871822 10.5454079543
745 8195 0 0 0 4.40120759021 0.258184892173 7.56020493833 -1.54062090367 0.768658359285 -1.07434171077 12.9165501465 20.934041202 22.1005044537 -10.2885922868 10.5455619979 -0.0436735230589 10.5279293814 10.5490903308
746 8206 0 0 0 4.18532306808 0.0996758845073 7.22871347381 -1.30730432237 0.475207267925 -1.19245757799 12.8967275963 21.0264702204 21.8527062404 -10.3658696362 10.5477159245 -0.0472651700954 10.5396434508 10.5522084477
747 8217 0 0 0 3.96672963536 -0.253974465085 6.47591746376 -1.22333022493 -0.300069559361 -0.641585696368 12.9029432787 21.1482363828 21.811159689 -10.67700362 10.5540387802 -0.050240827018 10.5500016709 10.5529930363
748 8228 0 0 0 4.18703134105 0.781296261189 6.33267216764 -1.41795631309 0.0266315509295 -0.928934404998 12.8679747957 21.069676719 21.8032242573 -10.510556218 10.5476736994 -0.0509756092695 10.5551161497 10.5534101278
749 8239 0 0 0 4.26893969343 1.48888998403 6.03606838358 -1.7963110555 0.306702249351 -1.43041431388 13.0723533192 21.2217846191 21.8037348548 -10.3979242144 10.5519353668 -0.0497650921051 10.5534431205 10.5376314387
