% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=79710, Mon Jan 15 12:14:22 2018, <python>{}</python>
1 11 1.86006815668 0 0 1.87812372554 1.83724954037 1.88424616504 1.82205257004 1.84436208411 1.83145152309 1.83598102792 1.87533163453 1.85858008431 1.87063528145 1.86103643005 1.84943325209 1.82043664002 1.85696523661
2 22 1.94846126387 0 0 1.95212808051 1.91896431213 2.04413322632 1.90637415749 1.91140549373 1.89737256981 1.93297811551 1.97235164885 1.9543194825 2.02615804141 1.953474832 1.90939230472 1.87167569319 1.95595466762
3 33 2.07608033207 0 0 2.10170738793 2.03769277714 2.14341343554 2.01546148578 2.0301781883 2.0096943886 2.05144131229 2.09865415205 2.07847775803 2.27249776563 2.08826318502 2.01108193 1.98474057649 2.07419765618
4 44 2.3036699434 0 0 2.32994770554 2.26498232353 2.39475269941 2.23230711542 2.26740199036 2.18673832245 2.26408244503 2.3764027072 2.30427285087 2.5931326096 2.30780158624 2.22078565304 2.1615640863 2.31615582105
5 55 2.28634890945 0 0 2.3085246641 2.27358366995 2.36527308604 2.18522561142 2.23699429672 2.10057099846 2.24885831649 2.35040205035 2.30456426877 2.57792385363 2.29196428951 2.16723181944 2.14076374197 2.31754405727
6 66 2.30167049718 0 0 2.29593265411 2.28892088175 2.39876705302 2.19963424947 2.24726355465 2.10992448083 2.23838205473 2.39261516349 2.30756646931 2.61503514613 2.28677235379 2.17291651318 2.1202248839 2.31485969441
7 77 2.30589176641 0 0 2.26608364045 2.33058723624 2.38092193011 2.21536853584 2.24199986268 2.10481645918 2.21378806216 2.40771932987 2.29544028205 2.62164437812 2.31395671701 2.16211460695 2.11633726069 2.35181554431
8 88 2.29497037301 0 0 2.25288454065 2.29835761366 2.37299355231 2.23114700533 2.1965416383 2.08020120749 2.2227747136 2.36835574353 2.29057949556 2.6062307075 2.3182068226 2.14329138616 2.09417968157 2.33362738538
9 99 2.20126557204 0 0 2.14955606826 2.20499017499 2.26019340545 2.17106474702 2.09129207333 2.00671243696 2.10843748509 2.2432861911 2.18428057243 2.50573809896 2.21768799423 2.02694782344 2.00749965301 2.17288565331
10 110 2.04908544236 0 0 2.00769194139 2.07060988413 2.12201000511 2.01866664611 1.94524306167 1.84444584858 1.93041393478 2.06250623461 2.02601877731 2.36653184873 2.05818441339 1.85259001851 1.86734762974 1.98806017189
11 121 1.88208378955 0 0 1.84233977153 1.88396265566 1.95152632662 1.86758919673 1.78063090568 1.68602599615 1.76319869668 1.888037777 1.85721865867 2.16313046829 1.9308050016 1.69041029005 1.69122853748 1.82015822246
12 132 1.78514269215 0 0 1.71249226251 1.7923688016 1.83258946654 1.77205889011 1.71393837176 1.60406354704 1.65645525934 1.79700135632 1.79219815113 2.04203957795 1.80363457754 1.58655381131 1.59511504036 1.71677343569
13 143 1.73868690519 0 0 1.69569513831 1.75118462786 1.78381229867 1.73274441914 1.65189483152 1.55845037875 1.62536756917 1.7425584808 1.73152904928 1.98268615314 1.74590601194 1.55946625706 1.56123979721 1.62608581823
14 154 1.76767995529 0 0 1.71189370335 1.76281184682 1.8172763159 1.77611618799 1.69220289307 1.57801654223 1.67271293273 1.801570936 1.72629371248 2.01920970195 1.78787083186 1.60149568575 1.57854436407 1.6419437827
15 165 1.8458019201 0 0 1.77704366058 1.8661256178 1.92936090533 1.89144585996 1.76823772584 1.65041320797 1.74294053982 1.85879803412 1.80452650437 2.09208737656 1.85522163492 1.7076336029 1.66013161346 1.73199942952
16 176 1.83229946197 0 0 1.75360799723 1.88118182834 1.91641945243 1.88045849099 1.75352517626 1.64597007309 1.75303596836 1.82295081119 1.79845776144 2.06328177891 1.81439164028 1.6950214362 1.60972124302 1.7247983344
17 187 1.92024577864 0 0 1.78827504652 1.9681993012 2.01497924551 1.96745582302 1.85268528505 1.72500055662 1.87748945857 1.90813108288 1.98007768041 2.17201680412 1.91074336651 1.7745573011 1.672295314 1.81712666289
18 198 2.01166860188 0 0 1.85704931034 2.0790211408 2.09220700567 2.03054315922 1.94614805969 1.81525836456 1.97107954625 2.00603935074 2.13741700115 2.25817390152 1.99600808572 1.84881989986 1.7461275912 1.8979042027
19 209 1.95991942567 0 0 1.81156706985 2.02913741853 2.02012043214 1.97782810159 1.89548767267 1.76447768056 1.9275853225 1.94811238148 2.09254660294 2.19463690144 1.9384213254 1.80138568065 1.68477797229 1.80683470601
20 220 1.78927091471 0 0 1.62211617671 1.85129054764 1.84873694779 1.79402361516 1.7436889873 1.6106405669 1.76243714489 1.75736384019 1.92146746999 2.00754741642 1.76478269975 1.6394862976 1.50815057593 1.61924431298
21 231 1.71759725278 0 0 1.54000235692 1.7465854421 1.77373799863 1.70837769395 1.67304838362 1.53224969511 1.68943330196 1.65864766485 1.83325424231 1.91541830918 1.69444089962 1.60661408812 1.44132604188 1.55497453974
