% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=713492, Sun Jan 21 15:42:18 2018
1 8 -0.0567932552016 -0.0239777903649 0.0263814568716 0.0774804970861 1 1 1 1
2 16 -0.147801812785 -0.00163241387093 0.0352728896078 0.0352728896078 1 1 1 1
3 24 -0.253445813726 -0.0244320960587 0.0151354518304 0.153106584527 1 1 1 1
4 32 -0.375704262363 -0.116973875749 0.0462404378908 0.173572253103 1 1 1 1
5 40 -0.323171709388 -0.0732676101372 0.0624613124565 0.180862029388 1 1 1 1
6 48 -0.283792077927 -0.0620027200961 0.0963305967712 0.270543026622 1 1 1 1
7 56 -0.508513787232 -0.4487400218 0.0402586967231 0.486749516658 1 1 1 1
8 64 -0.484430058855 -0.0127600808185 0.0794955991539 0.45717620182 1 1 1 1
9 72 -0.470956302298 -0.0522509386032 0.0918601719483 0.480523169556 1 1 1 1
10 80 -0.522081048558 -0.0192225924439 0.0588718105064 0.435651476407 1 1 1 1
11 88 -0.431600275859 -0.347840637212 0.0463291658053 0.367896148288 1 1 1 1
12 96 -0.274767404027 -0.206758100706 0.161365855347 0.294064123565 1 1 1 1
13 104 -0.318383233463 -0.108490813415 0.176442398166 0.311259672624 1 1 1 1
14 112 -0.318118325172 -0.156655504526 0.0889071968042 0.31368143637 1 1 1 1
15 120 -0.36832506746 -0.148286421453 0.0659207387463 0.256218748226 1 1 1 1
16 128 -0.411227968757 -0.048544908209 0.0936902173045 0.199243213002 1 1 1 1
17 136 -0.343661956344 -0.00528944930692 0.13118315355 0.26870652684 1 1 1 1
18 144 -0.351337429479 -0.0392363966771 0.186780221942 0.259244970955 1 1 1 1
19 152 -0.257612482718 -0.0239442070558 0.207538216002 0.268609652261 1 1 1 1
20 160 -0.180317976946 -0.0611528427869 0.182808548015 0.306764762713 1 1 1 1
21 168 -0.270741524133 -0.00166349602645 0.0995617648572 0.302573651826 1 1 1 1
22 176 -0.418450788505 -0.0844443071175 0.0922248136547 0.417300539154 1 1 1 1
23 184 -0.375998428388 -0.00256889946576 0.0400447593483 0.312671722696 1 1 1 1
24 192 -0.254890639728 -0.026329228754 0.106596591584 0.278573792976 1 1 1 1
25 200 -0.302064331433 -0.0647700792272 0.0304717129763 0.218448272501 1 1 1 1
26 208 -0.220099856353 -0.0308608701174 0.0891633388548 0.250203545635 1 1 1 1
27 216 -0.298517616385 -0.00396727946973 0.0205010550505 0.101718455368 1 1 1 1
28 224 -0.297525381935 -0.0887560593865 0.0648488255008 0.153691584539 1 1 1 1
29 232 -0.284398647925 -0.094176104167 0.0472775680076 0.251256292742 1 1 1 1
30 240 -0.277609646151 -0.025402228654 0.00180839439876 0.34720847814 1 1 1 1
31 248 -0.239862846447 -0.0570202712966 0.0582915012601 0.340101581081 1 1 1 1
32 256 -0.330137503174 -0.0216504588678 0.0951021035147 0.338244969706 1 1 1 1
33 264 -0.230799971519 -0.0746684873979 0.0559275083952 0.209996157842 1 1 1 1
34 272 -0.225569077202 -0.105182983707 0.00838618504715 0.161639716649 1 1 1 1
35 280 -0.2040624575 -0.0090321653019 0.059386509536 0.0923369658544 1 1 1 1
36 288 -0.269824196403 -0.010139620778 0.122400386837 0.122400386837 1 1 1 1
37 296 -0.422564391673 -0.0309901937754 0.105561167253 0.107692741977 1 1 1 1
38 304 -0.331370349264 -0.00735800460309 0.0844028737614 0.109150680908 1 1 1 1
39 312 -0.31912432351 -0.235347856256 0.0621277699461 0.155184572986 1 1 1 1
40 320 -0.360376867031 -0.270748370075 0.00553967715982 0.152243744861 1 1 1 1
41 328 -0.365512917956 -0.0553024783686 0.0889418461721 0.145984510904 1 1 1 1
42 336 -0.405171831639 -0.118399589756 0.00195833099822 0.14968731927 1 1 1 1
43 344 -0.321712614734 -0.0767208072679 0.082649897481 0.204296707938 1 1 1 1
44 352 -0.251760032779 -0.111558543948 0.122797865299 0.201274429934 1 1 1 1
45 360 -0.235966130473 -0.0716042665982 0.084356708397 0.242085694038 1 1 1 1
46 368 -0.228678598645 -0.0457217086337 0.0299110365862 0.204112979432 1 1 1 1
47 376 -0.195515033172 -0.1136160954 0.0357721123758 0.144115462666 1 1 1 1
48 384 -0.228340407619 -0.127890677893 0.0428857899447 0.254042634352 1 1 1 1
49 392 -0.226630626991 -0.0155302881125 0.262704996775 0.370062411695 1 1 1 1
50 400 -0.349803911705 -0.0566122196727 0.341099504768 0.342545567298 1 1 1 1
51 408 -0.255396064624 -0.127554295133 0.340538954808 0.347456249154 1 1 1 1
