% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=713492, Sun Jan 21 15:42:18 2018
52 416 -0.226169107692 -0.15147820494 0.287458328061 0.377197612566 1 1 1 1
53 424 -0.204307107615 -0.130561990149 0.284566858809 0.385582052662 1 1 1 1
54 432 -0.164196676005 -0.0752802129815 0.330845098933 0.373667054433 1 1 1 1
55 440 -0.233802337856 -0.00221667311454 0.381991107881 0.404182276959 1 1 1 1
56 448 -0.193789371726 -0.168249851833 0.0337267181743 0.410991760388 1 1 1 1
57 456 -0.295792878372 -0.195514482091 0.0286778269174 0.413569579839 1 1 1 1
58 464 -0.354007187742 -1.77907887479e-05 0.0148528521401 0.357792298351 1 1 1 1
59 472 -0.307595310273 -0.0860435543819 0.185610381888 0.269609841357 1 1 1 1
60 480 -0.234781996564 -0.0524888321291 0.111563347208 0.201803190705 1 1 1 1
61 488 -0.210563635562 -5.58151690918e-05 0.118057503699 0.217675584381 1 1 1 1
62 496 -0.214702821822 -0.107885371211 0.0256606474677 0.233412088568 1 1 1 1
63 504 -0.252472630093 -0.00523054246887 0.173825057429 0.308769829757 1 1 1 1
64 512 -0.129266466181 -0.0454921349495 0.0718793389307 0.305036972914 1 1 1 1
65 520 -0.203737673932 -0.0425686682556 0.044867363276 0.371089547552 1 1 1 1
66 528 -0.0847020006635 -0.0847020006635 0.00850199591597 0.253591540003 1 1 1 1
67 536 -0.046391147905 -0.0353299829261 0.00442987274272 0.21761203686 1 1 1 1
68 544 -0.0956018929703 -0.0112416542232 0.0697472231564 0.240408782302 1 1 1 1
69 552 -0.163018214031 -0.163018214031 0.0758507338087 0.236518058464 1 1 1 1
70 560 -0.190006144228 -0.190006144228 0.00898224558111 0.182952780478 1 1 1 1
71 568 -0.132021640263 -0.033627488889 0.0361528151729 0.256675741707 1 1 1 1
72 576 -0.26817839644 -0.026096238665 0.139596767028 0.139596767028 1 1 1 1
73 584 -0.277268677211 -0.0481251951919 0.0609542133421 0.0609542133421 1 1 1 1
74 592 -0.211761177309 -0.0488719434984 0.0148117823464 0.0737371571369 1 1 1 1
75 600 -0.171405662072 -0.0207269675982 0.128135211577 0.128135211577 1 1 1 1
76 608 -0.23487632786 -0.0399996714114 0.0551149086899 0.0551149086899 1 1 1 1
77 616 -0.142740306761 -0.0528734868939 0.116542227277 0.116542227277 1 1 1 1
78 624 -0.165791762706 -0.0382936172864 0.00393439988708 0.092477392683 1 1 1 1
79 632 -0.151706779386 -0.0453089399582 0.0837331827871 0.164936973108 1 1 1 1
80 640 -0.203625641059 -0.0322718727604 0.00899846311097 0.283629855132 1 1 1 1
81 648 -0.198200357842 -0.0158053251814 0.0155094354781 0.316911948013 1 1 1 1
82 656 -0.118522391469 -0.0159772717174 0.00377667665037 0.139884336723 1 1 1 1
83 664 -0.265685130791 -0.0203588604919 0.258920969491 0.258920969491 1 1 1 1
84 672 -0.374821465126 -0.0107929010411 0.00235569191373 0.2616898901 1 1 1 1
85 680 -0.500478274099 -0.00326660553916 0.116346825434 0.202635436991 1 1 1 1
86 688 -0.496108144787 -0.0364032950986 0.150719125732 0.17814442962 1 1 1 1
87 696 -0.456893583517 -0.150938761226 0.0300836438111 0.261588413173 1 1 1 1
88 704 -0.483348438785 -0.207222854952 0.138620016741 0.414969491862 1 1 1 1
89 712 -0.413097134545 -0.201292219012 0.170228981384 0.397346197694 1 1 1 1
90 720 -0.369500868718 -0.168534007594 0.228334090818 0.39268756669 1 1 1 1
91 728 -0.471011321338 -0.230979421074 0.177454361958 0.329263137849 1 1 1 1
92 736 -0.540718216912 -0.228958780777 0.18208243682 0.414419437318 1 1 1 1
93 744 -0.63155735493 -0.181183656676 0.132198867488 0.429383338068 1 1 1 1
94 752 -0.650194469899 -0.258628751549 0.153889192652 0.462053404188 1 1 1 1
95 760 -0.567702024894 -0.13957376169 0.115849213079 0.436002320165 1 1 1 1
96 768 -0.63300887058 -0.222270802354 0.134447343568 0.419768731457 1 1 1 1
97 776 -0.673113974359 -0.363453120643 0.192723231893 0.406503366475 1 1 1 1
98 784 -0.620652564175 -0.233036207655 0.0935273845181 0.385875883261 1 1 1 1
99 792 -0.62676604178 -0.0612503622966 0.0392918181853 0.493551298725 1 1 1 1
100 800 -0.611287939207 -0.0194541090597 0.0251857570198 0.461654058101 1 1 1 1
101 808 -0.605327869877 -0.0889399152667 0.0167956159455 0.535653215168 1 1 1 1
102 816 -0.585373250943 -0.0224827717176 0.10492931642 0.443475255725 1 1 1 1
