% # columns="iteration, evaluation, void, void, void, xmean", seed=713492, Sun Jan 21 15:42:18 2018, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 5.73166868091 5.32593860074 9.58800420606 6.70076084794
2 16 0 0 0 6.22209974095 6.75622701432 9.2696905111 5.93391217836
3 24 0 0 0 4.03534304696 7.83170414454 9.24451018104 5.46124592977
4 32 0 0 0 2.80157953699 9.07641267178 10.0433289539 4.96075321141
5 40 0 0 0 1.79849925626 9.08317632603 10.1369866577 4.42975874453
6 48 0 0 0 2.82089944331 8.35818688463 10.3855632821 3.86678817946
7 56 0 0 0 0.592863326543 10.2276053672 10.4804992776 2.98096681398
8 64 0 0 0 1.37506064564 10.2281791724 11.6991188958 3.00097241597
9 72 0 0 0 0.543104722028 10.4300850802 11.0132502469 2.81744521381
10 80 0 0 0 1.35870182992 10.5285322684 10.6805205176 2.81915049678
11 88 0 0 0 0.477492992795 10.5339684588 11.3442133403 3.00649410554
12 96 0 0 0 0.182618834905 9.61138673315 10.3381101493 2.81625412566
13 104 0 0 0 0.29449084065 9.68484135078 11.0171570842 2.76130336294
14 112 0 0 0 -0.209851365178 10.1308726445 10.6679357883 2.58928935832
15 120 0 0 0 0.0731209404457 10.430304711 10.4708961437 2.59072454194
16 128 0 0 0 0.250110337627 10.7491214629 10.6810992939 2.59232928511
17 136 0 0 0 0.00864571669323 10.2535163779 10.5752233057 2.578870605
18 144 0 0 0 -0.144700795673 10.3311513121 10.4218948098 2.68608403012
19 152 0 0 0 0.14075134097 10.5356728683 10.6738071914 2.69048780784
20 160 0 0 0 0.103340835215 10.482389909 10.4471550988 2.6806032338
21 168 0 0 0 -0.0104385157603 10.3782131285 10.6045318678 2.69538613753
22 176 0 0 0 -0.293956997585 10.5069665898 10.6558679902 2.59460265662
23 184 0 0 0 -0.389745042822 10.495219336 10.6578769647 2.69624088327
24 192 0 0 0 -0.12509825497 10.551168517 10.5766439708 2.68751757618
25 200 0 0 0 -0.325425502497 10.5903153596 10.5197599744 2.6845376789
26 208 0 0 0 -0.600619109266 10.5356692485 10.5514555381 2.68956118816
27 216 0 0 0 -0.786497474067 10.5464828472 10.6148249929 2.7066217482
