angle,angular error,linear error,left speed,right speed,extension
0.3,0.9,0,0.807207,0,5.68924
0.3,0.9,0.1,0.783107,0,5.58674
0.3,0.9,0.2,0.759007,0,5.48424
0.3,0.9,0.3,0.734907,0,5.38174
0.3,0.9,0.4,0.710807,0,5.27924
0.3,0.9,0.5,0.686707,0,5.17674
0.3,0.9,0.6,0.662607,0,5.07424
0.3,0.9,0.7,0.638507,0,4.97174
0.3,0.9,0.8,0.614407,0,4.86924
0.3,0.9,0.9,0.590307,0,4.76674
0.3,0.9,1,0.566207,0,4.66424
0.3,1,0,0.684707,0,5.78934
0.3,1,0.1,0.660607,0,5.68684
0.3,1,0.2,0.636507,0,5.58434
0.3,1,0.3,0.612407,0,5.48184
0.3,1,0.4,0.588307,0,5.37934
0.3,1,0.5,0.564207,0,5.27684
0.3,1,0.6,0.540107,0,5.17434
0.3,1,0.7,0.516007,0,5.07184
0.3,1,0.8,0.491907,0,4.96934
0.3,1,0.9,0.467807,0,4.86684
0.3,1,1,0.443707,0,4.76434
0.4,0,0,2.69668,0,5.94979
0.4,0,0.1,2.67258,0,5.84729
0.4,0,0.2,2.64848,0,5.74479
0.4,0,0.3,2.62438,0,5.64229
0.4,0,0.4,2.60028,0,5.53979
0.4,0,0.5,2.57618,0,5.43729
0.4,0,0.6,2.55208,0,5.33479
0.4,0,0.7,2.52798,0,5.23229
0.4,0,0.8,2.50388,0,5.12979
0.4,0,0.9,2.47978,0,5.02729
0.4,0,1,2.45568,0,4.92479
0.4,0.1,0,2.57418,0,6.04989
0.4,0.1,0.1,2.55008,0,5.94739
0.4,0.1,0.2,2.52598,0,5.84489
0.4,0.1,0.3,2.50188,0,5.74239
0.4,0.1,0.4,2.47778,0,5.63989
0.4,0.1,0.5,2.45368,0,5.53739
0.4,0.1,0.6,2.42958,0,5.43489
0.4,0.1,0.7,2.40548,0,5.33239
0.4,0.1,0.8,2.38138,0,5.22989
0.4,0.1,0.9,2.35728,0,5.12739
0.4,0.1,1,2.33318,0,5.02489
0.4,0.2,0,2.45168,0,6.14999
0.4,0.2,0.1,2.42758,0,6.04749
0.4,0.2,0.2,2.40348,0,5.94499
0.4,0.2,0.3,2.37938,0,5.84249
0.4,0.2,0.4,2.35528,0,5.73999
0.4,0.2,0.5,2.33118,0,5.63749
0.4,0.2,0.6,2.30708,0,5.53499
0.4,0.2,0.7,2.28298,0,5.43249
0.4,0.2,0.8,2.25888,0,5.32999
0.4,0.2,0.9,2.23478,0,5.22749
0.4,0.2,1,2.21068,0,5.12499
0.4,0.3,0,2.32918,0,6.25009
0.4,0.3,0.1,2.30508,0,6.14759
0.4,0.3,0.2,2.28098,0,6.04509
0.4,0.3,0.3,2.25688,0,5.94259
0.4,0.3,0.4,2.23278,0,5.84009
0.4,0.3,0.5,2.20868,0,5.73759
0.4,0.3,0.6,2.18458,0,5.63509
0.4,0.3,0.7,2.16048,0,5.53259
0.4,0.3,0.8,2.13638,0,5.43009
0.4,0.3,0.9,2.11228,0,5.32759
0.4,0.3,1,2.08818,0,5.22509
0.4,0.4,0,2.20668,0,6.35019
0.4,0.4,0.1,2.18258,0,6.24769
0.4,0.4,0.2,2.15848,0,6.14519
0.4,0.4,0.3,2.13438,0,6.04269
0.4,0.4,0.4,2.11028,0,5.94019
0.4,0.4,0.5,2.08618,0,5.83769
0.4,0.4,0.6,2.06208,0,5.73519
0.4,0.4,0.7,2.03798,0,5.63269
0.4,0.4,0.8,2.01388,0,5.53019
0.4,0.4,0.9,1.98978,0,5.42769
0.4,0.4,1,1.96568,0,5.32519
0.4,0.5,0,2.08418,0,6.45029
0.4,0.5,0.1,2.06008,0,6.34779
0.4,0.5,0.2,2.03598,0,6.24529
0.4,0.5,0.3,2.01188,0,6.14279
0.4,0.5,0.4,1.98778,0,6.04029
0.4,0.5,0.5,1.96368,0,5.93779
0.4,0.5,0.6,1.93958,0,5.83529
0.4,0.5,0.7,1.91548,0,5.73279
0.4,0.5,0.8,1.89138,0,5.63029
0.4,0.5,0.9,1.86728,0,5.52779
0.4,0.5,1,1.84318,0,5.42529
0.4,0.6,0,1.96168,0,6.55039
0.4,0.6,0.1,1.93758,0,6.44789
0.4,0.6,0.2,1.91348,0,6.34539
0.4,0.6,0.3,1.88938,0,6.24289
0.4,0.6,0.4,1.86528,0,6.14039
0.4,0.6,0.5,1.84118,0,6.03789
0.4,0.6,0.6,1.81708,0,5.93539
0.4,0.6,0.7,1.79298,0,5.83289
0.4,0.6,0.8,1.76888,0,5.73039
0.4,0.6,0.9,1.74478,0,5.62789
0.4,0.6,1,1.72068,0,5.52539
0.4,0.7,0,1.83918,0,6.65049
0.4,0.7,0.1,1.81508,0,6.54799
0.4,0.7,0.2,1.79098,0,6.44549
0.4,0.7,0.3,1.76688,0,6.34299
0.4,0.7,0.4,1.74278,0,6.24049
0.4,0.7,0.5,1.71868,0,6.13799
0.4,0.7,0.6,1.69458,0,6.03549
0.4,0.7,0.7,1.67048,0,5.93299
0.4,0.7,0.8,1.64638,0,5.83049
0.4,0.7,0.9,1.62228,0,5.72799
0.4,0.7,1,1.59818,0,5.62549
0.4,0.8,0,1.71668,0,6.75059
0.4,0.8,0.1,1.69258,0,6.64809
0.4,0.8,0.2,1.66848,0,6.54559
0.4,0.8,0.3,1.64438,0,6.44309
0.4,0.8,0.4,1.62028,0,6.34059
0.4,0.8,0.5,1.59618,0,6.23809
0.4,0.8,0.6,1.57208,0,6.13559
0.4,0.8,0.7,1.54798,0,6.03309
0.4,0.8,0.8,1.52388,0,5.93059
0.4,0.8,0.9,1.49978,0,5.82809
0.4,0.8,1,1.47568,0,5.72559
0.4,0.9,0,1.59418,0,6.85069
0.4,0.9,0.1,1.57008,0,6.74819
0.4,0.9,0.2,1.54598,0,6.64569
0.4,0.9,0.3,1.52188,0,6.54319
0.4,0.9,0.4,1.49778,0,6.44069
0.4,0.9,0.5,1.47368,0,6.33819
0.4,0.9,0.6,1.44958,0,6.23569
0.4,0.9,0.7,1.42548,0,6.13319
0.4,0.9,0.8,1.40138,0,6.03069
0.4,0.9,0.9,1.37728,0,5.92819
0.4,0.9,1,1.35318,0,5.82569
0.4,1,0,1.47168,0,6.95079
0.4,1,0.1,1.44758,0,6.84829
0.4,1,0.2,1.42348,0,6.74579
0.4,1,0.3,1.39938,0,6.64329
0.4,1,0.4,1.37528,0,6.54079
0.4,1,0.5,1.35118,0,6.43829
0.4,1,0.6,1.32708,0,6.33579
0.4,1,0.7,1.30298,0,6.23329
0.4,1,0.8,1.27888,0,6.13079
0.4,1,0.9,1.25478,0,6.02829
0.4,1,1,1.23068,0,5.92579
0.5,0,0,3.48364,0,7.11123
0.5,0,0.1,3.45954,0,7.00873
0.5,0,0.2,3.43544,0,6.90623
0.5,0,0.3,3.41134,0,6.80373
0.5,0,0.4,3.38724,0,6.70123
0.5,0,0.5,3.36314,0,6.59873
0.5,0,0.6,3.33904,0,6.49623
0.5,0,0.7,3.31494,0,6.39373
0.5,0,0.8,3.29084,0,6.29123
0.5,0,0.9,3.26674,0,6.18873
0.5,0,1,3.24264,0,6.08623
0.5,0.1,0,3.36114,0,7.21133
0.5,0.1,0.1,3.33704,0,7.10883
0.5,0.1,0.2,3.31294,0,7.00633
0.5,0.1,0.3,3.28884,0,6.90383
0.5,0.1,0.4,3.26474,0,6.80133
0.5,0.1,0.5,3.24064,0,6.69883
0.5,0.1,0.6,3.21654,0,6.59633
0.5,0.1,0.7,3.19244,0,6.49383
0.5,0.1,0.8,3.16834,0,6.39133
0.5,0.1,0.9,3.14424,0,6.28883
0.5,0.1,1,3.12014,0,6.18633
0.5,0.2,0,3.23864,0,7.31143
0.5,0.2,0.1,3.21454,0,7.20893
0.5,0.2,0.2,3.19044,0,7.10643
0.5,0.2,0.3,3.16634,0,7.00393
0.5,0.2,0.4,3.14224,0,6.90143
0.5,0.2,0.5,3.11814,0,6.79893
0.5,0.2,0.6,3.09404,0,6.69643
0.5,0.2,0.7,3.06994,0,6.59393
0.5,0.2,0.8,3.04584,0,6.49143
0.5,0.2,0.9,3.02174,0,6.38893
0.5,0.2,1,2.99764,0,6.28643
