Angle,Linear Error,Angular Error,Left Speed,Right Speed,Weg Extension
0.4,0.4,0.7,0.390269,0.437302,0.925183
0.4,0.4,0.8,0.375259,0.49372,0.944875
0.4,0.4,0.9,0.360485,0.550299,0.95961
0.4,0.4,1,0.34597,0.605606,0.970529
0.4,0.5,0,0.551071,0.128177,0.573504
0.4,0.5,0.1,0.535306,0.155753,0.650823
0.4,0.5,0.2,0.51947,0.187983,0.720946
0.4,0.5,0.3,0.503595,0.225103,0.78171
0.4,0.5,0.4,0.487712,0.267142,0.83232
0.4,0.5,0.5,0.471855,0.313852,0.873101
0.4,0.5,0.6,0.456054,0.364666,0.905095
0.4,0.5,0.7,0.440341,0.418686,0.929672
0.4,0.5,0.8,0.424746,0.474729,0.948248
0.4,0.5,0.9,0.4093,0.531416,0.962118
0.4,0.5,1,0.394031,0.587304,0.972379
0.4,0.6,0,0.601424,0.119917,0.589735
0.4,0.6,0.1,0.586099,0.146013,0.665827
0.4,0.6,0.2,0.570605,0.176649,0.734167
0.4,0.6,0.3,0.554972,0.212116,0.792879
0.4,0.6,0.4,0.539229,0.252519,0.841425
0.4,0.6,0.5,0.523408,0.297711,0.88031
0.4,0.6,0.6,0.507539,0.347234,0.910672
0.4,0.6,0.7,0.491656,0.400299,0.93391
0.4,0.6,0.8,0.475789,0.455811,0.951426
0.4,0.6,0.9,0.459971,0.512442,0.964476
0.4,0.6,1,0.444233,0.568757,0.974115
0.4,0.7,0,0.649718,0.11212,0.605773
0.4,0.7,0.1,0.635123,0.136783,0.680502
0.4,0.7,0.2,0.620276,0.165858,0.746982
0.4,0.7,0.3,0.6052,0.199684,0.803621
0.4,0.7,0.4,0.589921,0.238437,0.850125
0.4,0.7,0.5,0.574467,0.282059,0.887163
0.4,0.7,0.6,0.558866,0.330202,0.915952
0.4,0.7,0.7,0.543147,0.382188,0.937911
0.4,0.7,0.8,0.527343,0.437019,0.954418
0.4,0.7,0.9,0.511483,0.493433,0.966692
0.4,0.7,1,0.4956,0.550015,0.975745
0.4,0.8,0,0.695127,0.104769,0.621587
0.4,0.8,0.1,0.681497,0.128049,0.694828
0.4,0.8,0.2,0.667549,0.155602,0.759381
0.4,0.8,0.3,0.653301,0.187807,0.813936
0.4,0.8,0.4,0.638772,0.224903,0.858427
0.4,0.8,0.5,0.623986,0.266917,0.89367
0.4,0.8,0.6,0.608964,0.313605,0.920947
0.4,0.8,0.7,0.593733,0.364399,0.941684
0.4,0.8,0.8,0.57832,0.418406,0.957233
0.4,0.8,0.9,0.562752,0.474442,0.968774
0.4,0.8,1,0.54706,0.53113,0.977275
0.4,0.9,0,0.737032,0.0978478,0.637146
0.4,0.9,0.1,0.724533,0.119795,0.708787
0.4,0.9,0.2,0.711672,0.14587,0.771359
0.4,0.9,0.3,0.698461,0.176481,0.823828
0.4,0.9,0.4,0.684912,0.211923,0.866343
0.4,0.9,0.5,0.671042,0.252302,0.899845
0.4,0.9,0.6,0.656866,0.297471,0.92567
0.4,0.9,0.7,0.642405,0.346973,0.945241
0.4,0.9,0.8,0.627681,0.400023,0.959883
0.4,0.9,0.9,0.612715,0.455525,0.97073
0.4,0.9,1,0.597534,0.512155,0.97871
0.4,1,0,0.775041,0.0913369,0.652424
0.4,1,0.1,0.76377,0.112005,0.722362
0.4,1,0.2,0.752114,0.136647,0.782911
0.4,1,0.3,0.740079,0.165699,0.833302
0.4,1,0.4,0.727671,0.1995,0.87388
0.4,1,0.5,0.714899,0.238228,0.905699
0.4,1,0.6,0.701774,0.281826,0.930131
0.4,1,0.7,0.688308,0.329948,0.948593
0.4,1,0.8,0.674516,0.381917,0.962374
0.4,1,0.9,0.660414,0.436736,0.972567
0.4,1,1,0.646022,0.493145,0.980057
0.5,0,0,0.365516,0.178301,0.485976
0.5,0,0.1,0.35091,0.214014,0.567189
0.5,0,0.2,0.336578,0.254662,0.644944
0.5,0,0.3,0.322541,0.300084,0.715732
0.5,0,0.4,0.308816,0.349804,0.777281
0.5,0,0.5,0.295421,0.403019,0.828693
0.5,0,0.6,0.282369,0.45862,0.870218
0.5,0,0.7,0.269673,0.51527,0.902858
0.5,0,0.8,0.257344,0.571531,0.927968
0.5,0,0.9,0.245389,0.626001,0.946969
0.5,0,1,0.233814,0.677455,0.961167
0.5,0.1,0,0.414571,0.16743,0.50265
0.5,0.1,0.1,0.399238,0.201499,0.583486
0.5,0.1,0.2,0.3841,0.240498,0.660069
0.5,0.1,0.3,0.369184,0.284357,0.729108
0.5,0.1,0.4,0.354513,0.332711,0.788615
0.5,0.1,0.5,0.340111,0.384865,0.837956
0.5,0.1,0.6,0.325998,0.439806,0.877568
0.5,0.1,0.7,0.312194,0.496263,0.908554
0.5,0.1,0.8,0.298716,0.552815,0.932302
0.5,0.1,0.9,0.285578,0.608033,0.950221
0.5,0.1,1,0.272793,0.660618,0.963582
0.5,0.2,0,0.46538,0.157095,0.519318
0.5,0.2,0.1,0.449612,0.18954,0.599603
0.5,0.2,0.2,0.433943,0.226882,0.674873
0.5,0.2,0.3,0.418406,0.269138,0.74208
0.5,0.2,0.4,0.403029,0.316047,0.799522
0.5,0.2,0.5,0.38784,0.367025,0.846812
0.5,0.2,0.6,0.372866,0.421163,0.884557
0.5,0.2,0.7,0.358132,0.477266,0.913947
0.5,0.2,0.8,0.343661,0.533948,0.936393
0.5,0.2,0.9,0.329475,0.589766,0.953283
0.5,0.2,1,0.315593,0.643365,0.965852
0.5,0.3,0,0.516919,0.147286,0.535943
0.5,0.3,0.1,0.50104,0.178133,0.615507
0.5,0.3,0.2,0.485159,0.21382,0.689337
0.5,0.3,0.3,0.469309,0.254444,0.754641
0.5,0.3,0.4,0.45352,0.299842,0.810002
0.5,0.3,0.5,0.437823,0.349543,0.855267
0.5,0.3,0.6,0.422251,0.402743,0.891196
0.5,0.3,0.7,0.406831,0.458334,0.919051
0.5,0.3,0.8,0.391593,0.514983,0.940252
0.5,0.3,0.9,0.376564,0.571249,0.956166
0.5,0.3,1,0.361768,0.625732,0.967985
0.5,0.4,0,0.568099,0.137988,0.552488
0.5,0.4,0.1,0.552446,0.16727,0.631168
0.5,0.4,0.2,0.536689,0.201314,0.703439
0.5,0.4,0.3,0.520858,0.240288,0.766782
0.5,0.4,0.4,0.504985,0.284123,0.820056
0.5,0.4,0.5,0.489102,0.332456,0.86333
0.5,0.4,0.6,0.473241,0.384593,0.897498
0.5,0.4,0.7,0.457433,0.439523,0.923877
0.5,0.4,0.8,0.441711,0.495975,0.943892
0.5,0.4,0.9,0.426105,0.55253,0.958878
0.5,0.4,1,0.410645,0.607759,0.969989
0.5,0.5,0,0.617866,0.129189,0.568918
0.5,0.5,0.1,0.602756,0.156943,0.646557
0.5,0.5,0.2,0.587447,0.189364,0.717165
0.5,0.5,0.3,0.571967,0.226681,0.778499
0.5,0.5,0.4,0.556345,0.268912,0.829691
0.5,0.5,0.5,0.54061,0.315798,0.871012
0.5,0.5,0.6,0.524795,0.366758,0.903474
0.5,0.5,0.7,0.508929,0.420883,0.928438
0.5,0.5,0.8,0.493045,0.476979,0.947322
0.5,0.5,0.9,0.477176,0.533662,0.96143
0.5,0.5,1,0.461352,0.589488,0.971871
0.5,0.6,0,0.665277,0.120872,0.585198
0.5,0.6,0.1,0.650982,0.147141,0.661649
0.5,0.6,0.2,0.636411,0.177964,0.730498
0.5,0.6,0.3,0.621585,0.213627,0.789788
0.5,0.6,0.4,0.606528,0.254226,0.838911
0.5,0.6,0.5,0.591266,0.299601,0.878324
0.5,0.6,0.6,0.575826,0.349281,0.909138
0.5,0.6,0.7,0.560236,0.402466,0.932746
0.5,0.6,0.8,0.544527,0.458049,0.950553
0.5,0.6,0.9,0.528728,0.514696,0.963829
0.5,0.6,1,0.512872,0.570968,0.973639
0.5,0.7,0,0.709571,0.113021,0.601294
0.5,0.7,0.1,0.696304,0.137852,0.676418
0.5,0.7,0.2,0.682703,0.16711,0.743428
0.5,0.7,0.3,0.668782,0.201129,0.80065
0.5,0.7,0.4,0.654559,0.240078,0.847724
0.5,0.7,0.5,0.640054,0.283889,0.885275
0.5,0.7,0.6,0.625289,0.3322,0.9145
0.5,0.7,0.7,0.610287,0.38432,0.936812
0.5,0.7,0.8,0.595074,0.439239,0.953596
0.5,0.7,0.9,0.579675,0.495688,0.966084
0.5,0.7,1,0.56412,0.552246,0.975298
0.5,0.8,0,0.750204,0.105618,0.617174
0.5,0.8,0.1,0.738108,0.12906,0.690844
0.5,0.8,0.2,0.725641,0.156791,0.755944
0.5,0.8,0.3,0.712812,0.189187,0.811084
0.5,0.8,0.4,0.699631,0.226479,0.856137
0.5,0.8,0.5,0.686111,0.268686,0.891878
0.5,0.8,0.6,0.672268,0.31555,0.919574
0.5,0.8,0.7,0.658118,0.366491,0.940647
0.5,0.8,0.8,0.643682,0.420603,0.95646
0.5,0.8,0.9,0.628979,0.476692,0.968203
0.5,0.8,1,0.614034,0.533375,0.976855
0.5,0.9,0,0.78686,0.0986469,0.632807
0.5,0.9,0.1,0.776009,0.12075,0.704908
0.5,0.9,0.2,0.764772,0.146997,0.768041
0.5,0.9,0.3,0.753149,0.177796,0.821094
0.5,0.9,0.4,0.741147,0.213434,0.86416
0.5,0.9,0.5,0.728772,0.254008,0.898145
0.5,0.9,0.6,0.716031,0.299359,0.924371
0.5,0.9,0.7,0.702936,0.34902,0.944264
0.5,0.9,0.8,0.689499,0.40219,0.959155
0.5,0.9,0.9,0.675735,0.457763,0.970194
0.5,0.9,1,0.66166,0.514409,0.978316
0.5,1,0,0.819431,0.0920882,0.648167
0.5,1,0.1,0.809838,0.112906,0.718592
0.5,1,0.2,0.79986,0.137715,0.779712
0.5,1,0.3,0.789494,0.16695,0.830685
0.5,1,0.4,0.77874,0.200945,0.871802
0.5,1,0.5,0.767598,0.239869,0.904088
0.5,1,0.6,0.756071,0.283656,0.928905
0.5,1,0.7,0.744163,0.331945,0.947673
0.5,1,0.8,0.73188,0.384048,0.96169
0.5,1,0.9,0.719229,0.438956,0.972064
0.5,1,1,0.706221,0.4954,0.979687
0.6,0,0,0.431435,0.179627,0.481301
0.6,0,0.1,0.415921,0.215535,0.562588
0.6,0,0.2,0.400573,0.256378,0.640646
0.6,0,0.3,0.385417,0.301981,0.711908
0.6,0,0.4,0.37048,0.351858,0.774023
0.6,0,0.5,0.355786,0.405191,0.826019
0.6,0,0.6,0.34136,0.46086,0.868089
0.6,0,0.7,0.327221,0.517523,0.901204
0.6,0,0.8,0.31339,0.573738,0.926707
0.6,0,0.9,0.299882,0.628111,0.946021
0.6,0,1,0.286713,0.679423,0.960463
0.6,0.1,0,0.482607,0.168691,0.49797
0.6,0.1,0.1,0.466764,0.202954,0.578929
0.6,0.1,0.2,0.450988,0.24215,0.655856
0.6,0.1,0.3,0.43531,0.286196,0.725394
0.6,0.1,0.4,0.41976,0.334716,0.785478
0.6,0.1,0.5,0.404367,0.387002,0.835398
0.6,0.1,0.6,0.389161,0.442029,0.875543
0.6,0.1,0.7,0.374167,0.498518,0.906986
0.6,0.1,0.8,0.359411,0.555044,0.931111
0.6,0.1,0.9,0.344917,0.61018,0.949328
0.6,0.1,1,0.330705,0.662637,0.96292
0.6,0.2,0,0.534147,0.158294,0.514643
0.6,0.2,0.1,0.518307,0.19093,0.5951
0.6,0.2,0.2,0.50243,0.228468,0.670752
0.6,0.2,0.3,0.486548,0.270916,0.738481
0.6,0.2,0.4,0.470694,0.318,0.796505
0.6,0.2,0.5,0.454898,0.369123,0.844367
0.6,0.2,0.6,0.439192,0.423364,0.882632
0.6,0.2,0.7,0.423608,0.479516,0.912463
0.6,0.2,0.8,0.408174,0.536192,0.935269
0.6,0.2,0.9,0.392919,0.591947,0.952442
0.6,0.2,1,0.37787,0.645432,0.965229
0.6,0.3,0,0.584968,0.148422,0.531284
0.6,0.3,0.1,0.569463,0.179457,0.611067
0.6,0.3,0.2,0.553821,0.21534,0.685314
0.6,0.3,0.3,0.538071,0.256159,0.751158
0.6,0.3,0.4,0.522245,0.301739,0.807104
0.6,0.3,0.5,0.506375,0.351596,0.852934
0.6,0.3,0.6,0.490491,0.404914,0.889368
0.6,0.3,0.7,0.474627,0.460575,0.917647
0.6,0.3,0.8,0.458814,0.517236,0.939192
0.6,0.3,0.9,0.443083,0.573457,0.955375
0.6,0.3,1,0.427465,0.627842,0.9674
0.6,0.4,0,0.634043,0.139065,0.547856
0.6,0.4,0.1,0.619178,0.16853,0.626799
0.6,0.4,0.2,0.604086,0.202769,0.699519
0.6,0.4,0.3,0.588793,0.241939,0.763418
0.6,0.4,0.4,0.573327,0.285961,0.817277
0.6,0.4,0.5,0.557717,0.33446,0.861106
0.6,0.4,0.6,0.541991,0.38673,0.895763
0.6,0.4,0.7,0.526181,0.441746,0.92255
0.6,0.4,0.8,0.510319,0.49823,0.942892
0.6,0.4,0.9,0.494435,0.554759,0.958134
0.6,0.4,1,0.478563,0.609907,0.96944
0.6,0.5,0,0.680485,0.130207,0.564322
0.6,0.5,0.1,0.666514,0.15814,0.642268
0.6,0.5,0.2,0.652245,0.190752,0.713352
0.6,0.5,0.3,0.637696,0.228266,0.775254
0.6,0.5,0.4,0.622892,0.270689,0.82703
0.6,0.5,0.5,0.607854,0.31775,0.868895
0.6,0.5,0.6,0.592609,0.368855,0.90183
0.6,0.5,0.7,0.577183,0.423083,0.927184
0.6,0.5,0.8,0.561605,0.479229,0.94638
0.6,0.5,0.9,0.545905,0.535906,0.96073
0.6,0.5,1,0.530114,0.591669,0.971355
0.6,0.6,0,0.723602,0.121834,0.580647
0.6,0.6,0.1,0.710715,0.148277,0.657445
0.6,0.6,0.2,0.697479,0.179288,0.726797
0.6,0.6,0.3,0.683906,0.215146,0.786664
0.6,0.6,0.4,0.670012,0.25594,0.836365
0.6,0.6,0.5,0.655815,0.301497,0.876309
0.6,0.6,0.6,0.641334,0.351334,0.907579
0.6,0.6,0.7,0.626591,0.404637,0.931562
0.6,0.6,0.8,0.611609,0.460289,0.949666
0.6,0.6,0.9,0.596413,0.516949,0.96317
0.6,0.6,1,0.581029,0.573176,0.973154
0.6,0.7,0,0.762928,0.113928,0.596798
0.6,0.7,0.1,0.751244,0.138927,0.672307
0.6,0.7,0.2,0.739182,0.168369,0.739841
0.6,0.7,0.3,0.726747,0.202583,0.797645
0.6,0.7,0.4,0.713949,0.241728,0.845292
0.6,0.7,0.5,0.700798,0.285727,0.88336
0.6,0.7,0.6,0.687307,0.334204,0.913025
0.6,0.7,0.7,0.673492,0.386457,0.935694
0.6,0.7,0.8,0.659368,0.441462,0.952761
0.6,0.7,0.9,0.644956,0.497943,0.965465
0.6,0.7,1,0.630276,0.554475,0.974843
0.6,0.8,0,0.798219,0.106473,0.612741
0.6,0.8,0.1,0.787791,0.130077,0.686832
0.6,0.8,0.2,0.776974,0.157987,0.752474
0.6,0.8,0.3,0.76577,0.190575,0.808199
0.6,0.8,0.4,0.754182,0.228063,0.853816
0.6,0.8,0.5,0.742213,0.270462,0.89006
0.6,0.8,0.6,0.729869,0.317501,0.918178
0.6,0.8,0.7,0.71716,0.368588,0.939593
0.6,0.8,0.8,0.704096,0.422802,0.955674
0.6,0.8,0.9,0.690688,0.478942,0.967622
0.6,0.8,1,0.676952,0.53562,0.976428
0.6,0.9,0,0.829431,0.0994519,0.628447
0.6,0.9,0.1,0.820253,0.121711,0.700999
0.6,0.9,0.2,0.810693,0.148132,0.764689
0.6,0.9,0.3,0.800749,0.179119,0.818328
0.6,0.9,0.4,0.790417,0.214952,0.861947
0.6,0.9,0.5,0.779697,0.255721,0.89642
0.6,0.9,0.6,0.768589,0.301255,0.923052
0.6,0.9,0.7,0.757095,0.351072,0.943271
0.6,0.9,0.8,0.74522,0.40436,0.958416
0.6,0.9,0.9,0.732969,0.460003,0.969648
0.6,0.9,1,0.72035,0.516661,0.977916
0.6,1,0,0.856682,0.0928452,0.643886
0.6,1,0.1,0.848702,0.113812,0.714791
0.6,1,0.2,0.840361,0.13879,0.77648
0.6,1,0.3,0.831652,0.168208,0.828036
0.6,1,0.4,0.822567,0.202397,0.869696
0.6,1,0.5,0.813103,0.241517,0.902452
0.6,1,0.6,0.803254,0.285492,0.927659
0.6,1,0.7,0.793019,0.333949,0.946737
0.6,1,0.8,0.782395,0.386184,0.960995
0.6,1,0.9,0.771384,0.441179,0.971551
0.6,1,1,0.759985,0.497655,0.979311
0.7,0,0,0.499875,0.18096,0.47663
0.7,0,0.1,0.483995,0.217064,0.557976
0.7,0,0.2,0.468148,0.258101,0.636325
0.7,0,0.3,0.452365,0.303886,0.708054
0.7,0,0.4,0.436677,0.353918,0.770732
0.7,0,0.5,0.421114,0.407367,0.823312
0.7,0,0.6,0.405707,0.463102,0.865931
0.7,0,0.7,0.390484,0.519775,0.899524
0.7,0,0.8,0.37547,0.575943,0.925425
0.7,0,0.9,0.360692,0.630215,0.945057
0.7,0,1,0.346174,0.681384,0.959746
0.7,0.1,0,0.551294,0.16996,0.49329
0.7,0.1,0.1,0.53553,0.204418,0.574359
0.7,0.1,0.2,0.519695,0.243809,0.651618
0.7,0.1,0.3,0.50382,0.288043,0.72165
0.7,0.1,0.4,0.487937,0.336728,0.782307
0.7,0.1,0.5,0.472079,0.389144,0.832808
0.7,0.1,0.6,0.456277,0.444255,0.873488
0.7,0.1,0.7,0.440562,0.500772,0.905395
0.7,0.1,0.8,0.424966,0.55727,0.9299
0.7,0.1,0.9,0.409518,0.612324,0.94842
0.7,0.1,1,0.394246,0.664651,0.962245
0.7,0.2,0,0.601639,0.159499,0.509966
0.7,0.2,0.1,0.586317,0.192327,0.590582
0.7,0.2,0.2,0.570826,0.230062,0.666605
0.7,0.2,0.3,0.555194,0.272701,0.73485
0.7,0.2,0.4,0.539453,0.319959,0.793454
0.7,0.2,0.5,0.523632,0.371226,0.841892
0.7,0.2,0.6,0.507764,0.425567,0.880678
0.7,0.2,0.7,0.491881,0.481768,0.910956
0.7,0.2,0.8,0.476013,0.538434,0.934126
0.7,0.2,0.9,0.460194,0.594124,0.951587
0.7,0.2,1,0.444455,0.647494,0.964596
0.7,0.3,0,0.649923,0.149566,0.52662
0.7,0.3,0.1,0.635332,0.180789,0.606609
0.7,0.3,0.2,0.620488,0.216868,0.681263
0.7,0.3,0.3,0.605415,0.257881,0.747643
0.7,0.3,0.4,0.590139,0.303643,0.804173
0.7,0.3,0.5,0.574687,0.353655,0.85057
0.7,0.3,0.6,0.559088,0.40709,0.887512
0.7,0.3,0.7,0.543371,0.462816,0.916221
0.7,0.3,0.8,0.527567,0.519488,0.938114
0.7,0.3,0.9,0.511708,0.575662,0.95457
0.7,0.3,1,0.495825,0.629947,0.966804
0.7,0.4,0,0.695318,0.140148,0.543214
0.7,0.4,0.1,0.681692,0.169798,0.62241
0.7,0.4,0.2,0.667749,0.204231,0.69557
0.7,0.4,0.3,0.653505,0.243597,0.76002
0.7,0.4,0.4,0.63898,0.287807,0.814465
0.7,0.4,0.5,0.624197,0.336471,0.858852
0.7,0.4,0.6,0.609178,0.388871,0.894002
0.7,0.4,0.7,0.59395,0.443971,0.921202
0.7,0.4,0.8,0.578539,0.500485,0.941876
0.7,0.4,0.9,0.562974,0.556986,0.957376
0.7,0.4,1,0.547283,0.612051,0.96888
0.7,0.5,0,0.737207,0.131232,0.559714
0.7,0.5,0.1,0.724713,0.159345,0.637955
0.7,0.5,0.2,0.711857,0.192148,0.709509
0.7,0.5,0.3,0.698651,0.229859,0.771976
0.7,0.5,0.4,0.685107,0.272473,0.824335
0.7,0.5,0.5,0.67124,0.319709,0.866747
0.7,0.5,0.6,0.657069,0.370958,0.90016
0.7,0.5,0.7,0.642612,0.425286,0.92591
0.7,0.5,0.8,0.627891,0.481481,0.945422
0.7,0.5,0.9,0.612929,0.538148,0.960017
0.7,0.5,1,0.59775,0.593847,0.97083
0.7,0.6,0,0.775198,0.122802,0.576082
0.7,0.6,0.1,0.763932,0.14942,0.653217
0.7,0.6,0.2,0.752282,0.180619,0.723064
0.7,0.6,0.3,0.740252,0.216673,0.783505
0.7,0.6,0.4,0.72785,0.257661,0.833787
0.7,0.6,0.5,0.715083,0.3034,0.874265
0.7,0.6,0.6,0.701962,0.353393,0.905997
0.7,0.6,0.7,0.688501,0.406812,0.930359
0.7,0.6,0.8,0.674713,0.46253,0.948764
0.7,0.6,0.9,0.660616,0.519201,0.962501
0.7,0.6,1,0.646228,0.575381,0.972661
0.7,0.7,0,0.80912,0.114842,0.592285
0.7,0.7,0.1,0.799113,0.14001,0.66817
0.7,0.7,0.2,0.788719,0.169636,0.736221
0.7,0.7,0.3,0.777936,0.204044,0.794607
0.7,0.7,0.4,0.766766,0.243385,0.842828
0.7,0.7,0.5,0.755211,0.287571,0.881417
0.7,0.7,0.6,0.743275,0.336214,0.911527
0.7,0.7,0.7,0.730964,0.388598,0.934559
0.7,0.7,0.8,0.718287,0.443687,0.951911
0.7,0.7,0.9,0.705253,0.500197,0.964835
0.7,0.7,1,0.691875,0.556703,0.97438
0.7,0.8,0,0.838986,0.107335,0.60829
0.7,0.8,0.1,0.830216,0.131101,0.682791
0.7,0.8,0.2,0.821071,0.159191,0.748971
0.7,0.8,0.3,0.811545,0.19197,0.80528
0.7,0.8,0.4,0.801634,0.229655,0.851464
0.7,0.8,0.5,0.791336,0.272245,0.888214
0.7,0.8,0.6,0.78065,0.319459,0.916761
0.7,0.8,0.7,0.769576,0.370689,0.938522
0.7,0.8,0.8,0.758116,0.425005,0.954874
0.7,0.8,0.9,0.746274,0.481194,0.96703
0.7,0.8,1,0.734056,0.537862,0.975993
0.7,0.9,0,0.864959,0.100263,0.624065
0.7,0.9,0.1,0.857363,0.122678,0.697061
0.7,0.9,0.2,0.849415,0.149274,0.761304
0.7,0.9,0.3,0.841106,0.180449,0.815528
0.7,0.9,0.4,0.832429,0.216478,0.859705
0.7,0.9,0.5,0.823377,0.257441,0.894668
0.7,0.9,0.6,0.813946,0.303157,0.921712
0.7,0.9,0.7,0.804132,0.35313,0.94226
0.7,0.9,0.8,0.79393,0.406535,0.957663
0.7,0.9,0.9,0.78334,0.462245,0.969092
0.7,0.9,1,0.772363,0.518913,0.977508
0.7,1,0,0.887305,0.0936077,0.639582
0.7,1,0.1,0.880793,0.114725,0.71096
0.7,1,0.2,0.873958,0.139871,0.773214
0.7,1,0.3,0.866791,0.169474,0.825354
0.7,1,0.4,0.859282,0.203857,0.867559
0.7,1,0.5,0.851422,0.243173,0.900791
0.7,1,0.6,0.843204,0.287336,0.926392
0.7,1,0.7,0.834619,0.335958,0.945785
0.7,1,0.8,0.825661,0.388325,0.960287
0.7,1,0.9,0.816324,0.443404,0.971029
0.7,1,1,0.806605,0.49991,0.978929
0.8,0,0,0.56832,0.1823,0.471962
0.8,0,0.1,0.552669,0.218601,0.553354
0.8,0,0.2,0.536913,0.259832,0.631982
0.8,0,0.3,0.521082,0.305798,0.704169
0.8,0,0.4,0.50521,0.355983,0.767408
0.8,0,0.5,0.489327,0.409547,0.820572
0.8,0,0.6,0.473465,0.465346,0.863743
0.8,0,0.7,0.457657,0.522026,0.89782
0.8,0,0.8,0.441933,0.578144,0.924123
0.8,0,0.9,0.426325,0.632315,0.944077
0.8,0,1,0.410863,0.683339,0.959016
0.8,0.1,0,0.618078,0.171236,0.488612
0.8,0.1,0.1,0.602971,0.205888,0.569777
0.8,0.1,0.2,0.587665,0.245476,0.647357
0.8,0.1,0.3,0.572187,0.289896,0.717874
0.8,0.1,0.4,0.556567,0.338745,0.779102
0.8,0.1,0.5,0.540834,0.391291,0.830185
0.8,0.1,0.6,0.525019,0.446483,0.871405
0.8,0.1,0.7,0.509154,0.503027,0.903779
0.8,0.1,0.8,0.49327,0.559494,0.92867
0.8,0.1,0.9,0.4774,0.614463,0.947496
0.8,0.1,1,0.461576,0.666658,0.961559
0.8,0.2,0,0.665477,0.160712,0.505287
0.8,0.2,0.1,0.651187,0.193732,0.586048
0.8,0.2,0.2,0.636619,0.231664,0.662432
0.8,0.2,0.3,0.621796,0.274494,0.731186
0.8,0.2,0.4,0.606743,0.321925,0.790369
0.8,0.2,0.5,0.591483,0.373334,0.839384
0.8,0.2,0.6,0.576045,0.427774,0.878697
0.8,0.2,0.7,0.560458,0.48402,0.909426
0.8,0.2,0.8,0.54475,0.540675,0.932965
0.8,0.2,0.9,0.528953,0.596297,0.950718
0.8,0.2,1,0.513097,0.64955,0.963951
0.8,0.3,0,0.709756,0.150717,0.521951
0.8,0.3,0.1,0.696494,0.182129,0.602133
0.8,0.3,0.2,0.682898,0.218404,0.677184
0.8,0.3,0.3,0.668981,0.259611,0.744095
0.8,0.3,0.4,0.654763,0.305554,0.801208
0.8,0.3,0.5,0.640262,0.35572,0.848175
0.8,0.3,0.6,0.6255,0.409269,0.88563
0.8,0.3,0.7,0.610501,0.46506,0.914773
0.8,0.3,0.8,0.595291,0.521739,0.937018
0.8,0.3,0.9,0.579894,0.577864,0.953751
0.8,0.3,1,0.564341,0.632047,0.966198
0.8,0.4,0,0.750373,0.141239,0.538566
0.8,0.4,0.1,0.738282,0.171073,0.618001
0.8,0.4,0.2,0.725821,0.2057,0.691591
0.8,0.4,0.3,0.712996,0.245263,0.756589
0.8,0.4,0.4,0.69982,0.289659,0.81162
0.8,0.4,0.5,0.686305,0.338488,0.856568
0.8,0.4,0.6,0.672466,0.391017,0.892215
0.8,0.4,0.7,0.658321,0.446199,0.919832
0.8,0.4,0.8,0.643888,0.50274,0.940842
0.8,0.4,0.9,0.629189,0.559211,0.956606
0.8,0.4,1,0.614247,0.61419,0.968311
0.8,0.5,0,0.787011,0.132264,0.555095
0.8,0.5,0.1,0.776166,0.160557,0.63362
0.8,0.5,0.2,0.764933,0.193553,0.705635
0.8,0.5,0.3,0.753317,0.231459,0.768664
0.8,0.5,0.4,0.74132,0.274265,0.821608
0.8,0.5,0.5,0.72895,0.321674,0.86457
0.8,0.5,0.6,0.716214,0.373065,0.898465
0.8,0.5,0.7,0.703124,0.427492,0.924616
0.8,0.5,0.8,0.689692,0.483733,0.944448
0.8,0.5,0.9,0.675932,0.540389,0.959292
0.8,0.5,1,0.661861,0.59602,0.970295
0.8,0.6,0,0.819565,0.123777,0.571504
0.8,0.6,0.1,0.809977,0.15057,0.648964
0.8,0.6,0.2,0.800004,0.181958,0.7193
0.8,0.6,0.3,0.789644,0.218208,0.780313
0.8,0.6,0.4,0.778895,0.25939,0.831177
0.8,0.6,0.5,0.767759,0.30531,0.872193
0.8,0.6,0.6,0.756237,0.355456,0.904391
0.8,0.6,0.7,0.744334,0.408991,0.929136
0.8,0.6,0.8,0.732056,0.464773,0.947846
0.8,0.6,0.9,0.719411,0.521452,0.961819
0.8,0.6,1,0.706408,0.577583,0.972158
0.8,0.7,0,0.848103,0.115762,0.587757
0.8,0.7,0.1,0.839735,0.141099,0.664006
0.8,0.7,0.2,0.830998,0.17091,0.73257
0.8,0.7,0.3,0.821886,0.205513,0.791535
0.8,0.7,0.4,0.812394,0.24505,0.840332
0.8,0.7,0.5,0.802517,0.289423,0.879447
0.8,0.7,0.6,0.792253,0.33823,0.910005
0.8,0.7,0.7,0.781601,0.390743,0.933404
0.8,0.7,0.8,0.770561,0.445915,0.951047
0.8,0.7,0.9,0.759134,0.502452,0.964195
0.8,0.7,1,0.747326,0.558927,0.973908
0.8,0.8,0,0.872828,0.108202,0.603821
0.8,0.8,0.1,0.865607,0.132132,0.678723
0.8,0.8,0.2,0.858042,0.160402,0.745435
0.8,0.8,0.3,0.850125,0.193373,0.802328
0.8,0.8,0.4,0.841848,0.231255,0.849081
0.8,0.8,0.5,0.833203,0.274036,0.886342
0.8,0.8,0.6,0.824185,0.321423,0.915321
0.8,0.8,0.7,0.814787,0.372796,0.937433
0.8,0.8,0.8,0.805006,0.427211,0.954061
